Solution Label,Type,Element,Flags,Soln Conc,Units,Corr Con,Units,Int
Rack# 3299 CC18-191,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,10169
Rack# 3299 CC18-191,Samp,Fe 238.204,,231.7,ppm,231.7,ppm,7416960
Rack# 3299 CC18-191,Samp,K MultiCal,,-,ppm,24.28,-,-
Rack# 3299 CC18-191,Samp,Mg 280.270,x,39.98,ppm,39.98,ppm,5170602
Rack# 3299 CC18-191,Samp,Mn 259.372,,9.42,ppm,9.42,ppm,797012
Rack# 3299 CC18-191,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,210.5
Rack# 3299 CC18-191,Samp,Na MultiCal,,-,ppm,1.05,-,-
Rack# 3299 CC18-191,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2506
Rack# 3299 CC18-191,Samp,P multical,,-,ppm,6.44,-,-
Rack# 3299 CC18-191,Samp,S 181.972,,2.51,ppm,2.51,ppm,1062
Rack# 3299 CC18-191,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1942
CC18-192,Samp,Al 394.401,,212.9,ppm,212.9,ppm,4234328
CC18-192,Samp,Ca 422.673,,11.13,ppm,11.13,ppm,4242890
CC18-192,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9255
CC18-192,Samp,Fe 238.204,,233.7,ppm,233.7,ppm,7465464
CC18-192,Samp,K MultiCal,,-,ppm,21.02,-,-
CC18-192,Samp,Mg 280.270,x,39.59,ppm,39.59,ppm,5119024
CC18-192,Samp,Mn 259.372,,8.27,ppm,8.27,ppm,700260
CC18-192,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,153.1
CC18-192,Samp,Na MultiCal,,-,ppm,0.86,-,-
CC18-192,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2420
CC18-192,Samp,P multical,,-,ppm,6.01,-,-
CC18-192,Samp,S 181.972,,2,ppm,2,ppm,857.7
CC18-192,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1821
CC18-193,Samp,Al 394.401,,239.9,ppm,239.9,ppm,4563934
CC18-193,Samp,Ca 422.673,,10.99,ppm,10.99,ppm,4201872
CC18-193,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,10101
CC18-193,Samp,Fe 238.204,x,271.9,ppm,271.9,ppm,8345602
CC18-193,Samp,K MultiCal,,-,ppm,28.36,-,-
CC18-193,Samp,Mg 280.270,x,47.98,ppm,47.98,ppm,6218700
CC18-193,Samp,Mn 259.372,,8.88,ppm,8.88,ppm,751697
CC18-193,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,181.5
CC18-193,Samp,Na MultiCal,,-,ppm,0.8,-,-
CC18-193,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2560
CC18-193,Samp,P multical,,-,ppm,5.87,-,-
CC18-193,Samp,S 181.972,,2.08,ppm,2.08,ppm,889.1
CC18-193,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1799
CC18-194,Samp,Al 394.401,,231.9,ppm,231.9,ppm,4468997
CC18-194,Samp,Ca 422.673,,12.14,ppm,12.14,ppm,4537784
CC18-194,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9764
CC18-194,Samp,Fe 238.204,,235.5,ppm,235.5,ppm,7510710
CC18-194,Samp,K MultiCal,,-,ppm,29.56,-,-
CC18-194,Samp,Mg 280.270,x,47.6,ppm,47.6,ppm,6169765
CC18-194,Samp,Mn 259.372,,7.2,ppm,7.2,ppm,610217
CC18-194,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,171.2
CC18-194,Samp,Na MultiCal,,-,ppm,0.96,-,-
CC18-194,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2410
CC18-194,Samp,P multical,,-,ppm,5.15,-,-
CC18-194,Samp,S 181.972,,1.97,ppm,1.97,ppm,843.8
CC18-194,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1747
CC18-195,Samp,Al 394.401,,185.5,ppm,185.5,ppm,3854599
CC18-195,Samp,Ca 422.673,,11.76,ppm,11.76,ppm,4427827
CC18-195,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9600
CC18-195,Samp,Fe 238.204,,240.4,ppm,240.4,ppm,7623944
CC18-195,Samp,K MultiCal,,-,ppm,24.39,-,-
CC18-195,Samp,Mg 280.270,x,38.51,ppm,38.51,ppm,4977055
CC18-195,Samp,Mn 259.372,,8.36,ppm,8.36,ppm,707929
CC18-195,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,148.7
CC18-195,Samp,Na MultiCal,,-,ppm,0.87,-,-
CC18-195,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2320
CC18-195,Samp,P multical,,-,ppm,6.08,-,-
CC18-195,Samp,S 181.972,,2.15,ppm,2.15,ppm,918.7
CC18-195,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1722
CC18-196,Samp,Al 394.401,,190.4,ppm,190.4,ppm,3924663
CC18-196,Samp,Ca 422.673,,10.61,ppm,10.61,ppm,4084650
CC18-196,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8625
CC18-196,Samp,Fe 238.204,,233,ppm,233,ppm,7442825
CC18-196,Samp,K MultiCal,,-,ppm,21.77,-,-
CC18-196,Samp,Mg 280.270,x,38.47,ppm,38.47,ppm,4972494
CC18-196,Samp,Mn 259.372,,11.19,ppm,11.19,ppm,944399
CC18-196,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,153.4
CC18-196,Samp,Na MultiCal,,-,ppm,0.91,-,-
CC18-196,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2370
CC18-196,Samp,P multical,,-,ppm,5.1,-,-
CC18-196,Samp,S 181.972,,1.95,ppm,1.95,ppm,836.8
CC18-196,Samp,Zn 206.200,,0.38,ppm,0.38,ppm,1633
CC18-197,Samp,Al 394.401,x,358.6,ppm,358.6,ppm,5829873
CC18-197,Samp,Ca 422.673,,14.71,ppm,14.71,ppm,5217055
CC18-197,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11751
CC18-197,Samp,Fe 238.204,x,295,ppm,295,ppm,8871512
CC18-197,Samp,K MultiCal,,-,ppm,54.18,-,-
CC18-197,Samp,Mg 280.270,x,75.09,ppm,75.09,ppm,9774285
CC18-197,Samp,Mn 259.372,,6.38,ppm,6.38,ppm,541816
CC18-197,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,205.9
CC18-197,Samp,Na MultiCal,,-,ppm,0.91,-,-
CC18-197,Samp,Ni 230.299,,0.34,ppm,0.34,ppm,3766
CC18-197,Samp,P multical,,-,ppm,5.43,-,-
CC18-197,Samp,S 181.972,,2.42,ppm,2.42,ppm,1028
CC18-197,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1950
CC18-198,Samp,Al 394.401,x,399.8,ppm,399.8,ppm,6268348
CC18-198,Samp,Ca 422.673,,17.49,ppm,17.49,ppm,5846348
CC18-198,Samp,Cu 324.754,,0.21,ppm,0.21,ppm,11825
CC18-198,Samp,Fe 238.204,x,314.3,ppm,314.3,ppm,9308227
CC18-198,Samp,K MultiCal,,-,ppm,57.55,-,-
CC18-198,Samp,Mg 280.270,x,79.88,ppm,79.88,ppm,10402980
CC18-198,Samp,Mn 259.372,,6.31,ppm,6.31,ppm,535305
CC18-198,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,200.7
CC18-198,Samp,Na MultiCal,,-,ppm,1.04,-,-
CC18-198,Samp,Ni 230.299,,0.34,ppm,0.34,ppm,3832
CC18-198,Samp,P multical,,-,ppm,5.23,-,-
CC18-198,Samp,S 181.972,,2.43,ppm,2.43,ppm,1030
CC18-198,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1983
CC18-199,Samp,Al 394.401,,179,ppm,179,ppm,3755014
CC18-199,Samp,Ca 422.673,,14.8,ppm,14.8,ppm,5236856
CC18-199,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,10730
CC18-199,Samp,Fe 238.204,,187.2,ppm,187.2,ppm,6282174
CC18-199,Samp,K MultiCal,,-,ppm,20.88,-,-
CC18-199,Samp,Mg 280.270,x,34.89,ppm,34.89,ppm,4502802
CC18-199,Samp,Mn 259.372,,9.32,ppm,9.32,ppm,788356
CC18-199,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,147.4
CC18-199,Samp,Na MultiCal,,-,ppm,1.01,-,-
CC18-199,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2105
CC18-199,Samp,P multical,,-,ppm,7.83,-,-
CC18-199,Samp,S 181.972,,2.62,ppm,2.62,ppm,1106
CC18-199,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1987
CC18-200,Samp,Al 394.401,,191.1,ppm,191.1,ppm,3935640
CC18-200,Samp,Ca 422.673,,12.17,ppm,12.17,ppm,4544319
CC18-200,Samp,Cu 324.754,,0.13,ppm,0.13,ppm,8016
CC18-200,Samp,Fe 238.204,,191.5,ppm,191.5,ppm,6398923
CC18-200,Samp,K MultiCal,,-,ppm,18.17,-,-
CC18-200,Samp,Mg 280.270,x,35.59,ppm,35.59,ppm,4594732
CC18-200,Samp,Mn 259.372,,9.8,ppm,9.8,ppm,828779
CC18-200,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,130.8
CC18-200,Samp,Na MultiCal,,-,ppm,0.86,-,-
CC18-200,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2112
CC18-200,Samp,P multical,,-,ppm,6.73,-,-
CC18-200,Samp,S 181.972,,2.08,ppm,2.08,ppm,886.7
CC18-200,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1883
CC18-201,Samp,Al 394.401,,191,ppm,191,ppm,3932807
CC18-201,Samp,Ca 422.673,,11.74,ppm,11.74,ppm,4421551
CC18-201,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8223
CC18-201,Samp,Fe 238.204,,218.9,ppm,218.9,ppm,7107804
CC18-201,Samp,K MultiCal,,-,ppm,22.27,-,-
CC18-201,Samp,Mg 280.270,x,37.83,ppm,37.83,ppm,4888140
CC18-201,Samp,Mn 259.372,,9.4,ppm,9.4,ppm,795271
CC18-201,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,145.8
CC18-201,Samp,Na MultiCal,,-,ppm,0.9,-,-
CC18-201,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2136
CC18-201,Samp,P multical,,-,ppm,6.46,-,-
CC18-201,Samp,S 181.972,,2.03,ppm,2.03,ppm,868.6
CC18-201,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1738
CC18-202,Samp,Al 394.401,,192,ppm,192,ppm,3947394
CC18-202,Samp,Ca 422.673,,12.51,ppm,12.51,ppm,4640449
CC18-202,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8493
CC18-202,Samp,Fe 238.204,,214.1,ppm,214.1,ppm,6986488
CC18-202,Samp,K MultiCal,,-,ppm,18.44,-,-
CC18-202,Samp,Mg 280.270,x,38.12,ppm,38.12,ppm,4925907
CC18-202,Samp,Mn 259.372,,8.77,ppm,8.77,ppm,742522
CC18-202,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,130.8
CC18-202,Samp,Na MultiCal,,-,ppm,0.9,-,-
CC18-202,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2260
CC18-202,Samp,P multical,,-,ppm,5.66,-,-
CC18-202,Samp,S 181.972,,2.05,ppm,2.05,ppm,877.1
CC18-202,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1772
CC18-203,Samp,Al 394.401,,238,ppm,238,ppm,4541939
CC18-203,Samp,Ca 422.673,,11.95,ppm,11.95,ppm,4483134
CC18-203,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9262
CC18-203,Samp,Fe 238.204,x,266.5,ppm,266.5,ppm,8222948
CC18-203,Samp,K MultiCal,,-,ppm,30.57,-,-
CC18-203,Samp,Mg 280.270,x,49.9,ppm,49.9,ppm,6470866
CC18-203,Samp,Mn 259.372,,8.4,ppm,8.4,ppm,711491
CC18-203,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,139
CC18-203,Samp,Na MultiCal,,-,ppm,0.94,-,-
CC18-203,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2705
CC18-203,Samp,P multical,,-,ppm,5.76,-,-
CC18-203,Samp,S 181.972,,2.15,ppm,2.15,ppm,917.6
CC18-203,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1772
CC18-204,Samp,Al 394.401,,251,ppm,251,ppm,4683800
CC18-204,Samp,Ca 422.673,,13.15,ppm,13.15,ppm,4816537
CC18-204,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9930
CC18-204,Samp,Fe 238.204,,252.4,ppm,252.4,ppm,7903052
CC18-204,Samp,K MultiCal,,-,ppm,33.24,-,-
CC18-204,Samp,Mg 280.270,x,54.07,ppm,54.07,ppm,7017884
CC18-204,Samp,Mn 259.372,,8.21,ppm,8.21,ppm,695716
CC18-204,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,137.7
CC18-204,Samp,Na MultiCal,,-,ppm,0.98,-,-
CC18-204,Samp,Ni 230.299,,0.25,ppm,0.25,ppm,2850
CC18-204,Samp,P multical,,-,ppm,5.26,-,-
CC18-204,Samp,S 181.972,,2.13,ppm,2.13,ppm,910.7
CC18-204,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1806
CC18-205,Samp,Al 394.401,x,295.7,ppm,295.7,ppm,5161016
CC18-205,Samp,Ca 422.673,,12.56,ppm,12.56,ppm,4653733
CC18-205,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,10754
CC18-205,Samp,Fe 238.204,x,283.4,ppm,283.4,ppm,8607849
CC18-205,Samp,K MultiCal,,-,ppm,46.27,-,-
CC18-205,Samp,Mg 280.270,x,63.65,ppm,63.65,ppm,8274038
CC18-205,Samp,Mn 259.372,,7.4,ppm,7.4,ppm,627706
CC18-205,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,190.6
CC18-205,Samp,Na MultiCal,,-,ppm,1.11,-,-
CC18-205,Samp,Ni 230.299,,0.29,ppm,0.29,ppm,3282
CC18-205,Samp,P multical,,-,ppm,5.48,-,-
CC18-205,Samp,S 181.972,,2.31,ppm,2.31,ppm,980.4
CC18-205,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1954
CC18-206,Samp,Al 394.401,x,292.3,ppm,292.3,ppm,5125195
CC18-206,Samp,Ca 422.673,,12.43,ppm,12.43,ppm,4618183
CC18-206,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10419
CC18-206,Samp,Fe 238.204,x,287.9,ppm,287.9,ppm,8709776
CC18-206,Samp,K MultiCal,,-,ppm,43.17,-,-
CC18-206,Samp,Mg 280.270,x,62.33,ppm,62.33,ppm,8101160
CC18-206,Samp,Mn 259.372,,8.16,ppm,8.16,ppm,691232
CC18-206,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,176.2
CC18-206,Samp,Na MultiCal,,-,ppm,1.04,-,-
CC18-206,Samp,Ni 230.299,,0.29,ppm,0.29,ppm,3235
CC18-206,Samp,P multical,,-,ppm,5.16,-,-
CC18-206,Samp,S 181.972,,2.18,ppm,2.18,ppm,930.2
CC18-206,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1917
CC18-207,Samp,Al 394.401,,188,ppm,188,ppm,3890833
CC18-207,Samp,Ca 422.673,,13.07,ppm,13.07,ppm,4795126
CC18-207,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8971
CC18-207,Samp,Fe 238.204,,199.3,ppm,199.3,ppm,6607494
CC18-207,Samp,K MultiCal,,-,ppm,22.1,-,-
CC18-207,Samp,Mg 280.270,x,38.67,ppm,38.67,ppm,4998250
CC18-207,Samp,Mn 259.372,,9.86,ppm,9.86,ppm,833355
CC18-207,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,201
CC18-207,Samp,Na MultiCal,,-,ppm,0.98,-,-
CC18-207,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2388
CC18-207,Samp,P multical,,-,ppm,6.51,-,-
CC18-207,Samp,S 181.972,,2.3,ppm,2.3,ppm,979.3
CC18-207,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1809
CC18-208,Samp,Al 394.401,,176.6,ppm,176.6,ppm,3719110
CC18-208,Samp,Ca 422.673,,12.34,ppm,12.34,ppm,4593552
CC18-208,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8936
CC18-208,Samp,Fe 238.204,,201.2,ppm,201.2,ppm,6654529
CC18-208,Samp,K MultiCal,,-,ppm,17.26,-,-
CC18-208,Samp,Mg 280.270,x,37.4,ppm,37.4,ppm,4831184
CC18-208,Samp,Mn 259.372,,9.69,ppm,9.69,ppm,819440
CC18-208,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,158.5
CC18-208,Samp,Na MultiCal,,-,ppm,1.02,-,-
CC18-208,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2193
CC18-208,Samp,P multical,,-,ppm,6.07,-,-
CC18-208,Samp,S 181.972,,2.03,ppm,2.03,ppm,868.5
CC18-208,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1711
CC18-209,Samp,Al 394.401,,210,ppm,210,ppm,4195494
CC18-209,Samp,Ca 422.673,,13.45,ppm,13.45,ppm,4894186
CC18-209,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10431
CC18-209,Samp,Fe 238.204,,202.7,ppm,202.7,ppm,6695968
CC18-209,Samp,K MultiCal,,-,ppm,30.31,-,-
CC18-209,Samp,Mg 280.270,x,45.68,ppm,45.68,ppm,5917794
CC18-209,Samp,Mn 259.372,,8.16,ppm,8.16,ppm,691236
CC18-209,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,134.1
CC18-209,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-209,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2388
CC18-209,Samp,P multical,,-,ppm,6.16,-,-
CC18-209,Samp,S 181.972,,2.32,ppm,2.32,ppm,984.5
CC18-209,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1794
CC18-210,Samp,Al 394.401,,230.7,ppm,230.7,ppm,4453462
CC18-210,Samp,Ca 422.673,,12.46,ppm,12.46,ppm,4625841
CC18-210,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8925
CC18-210,Samp,Fe 238.204,,209.4,ppm,209.4,ppm,6868322
CC18-210,Samp,K MultiCal,,-,ppm,27.57,-,-
CC18-210,Samp,Mg 280.270,x,46.12,ppm,46.12,ppm,5975952
CC18-210,Samp,Mn 259.372,,7.76,ppm,7.76,ppm,657230
CC18-210,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,146.8
CC18-210,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-210,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2392
CC18-210,Samp,P multical,,-,ppm,5.42,-,-
CC18-210,Samp,S 181.972,,2.02,ppm,2.02,ppm,864.7
CC18-210,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1734
CC18-211,Samp,Al 394.401,,259.4,ppm,259.4,ppm,4774320
CC18-211,Samp,Ca 422.673,,11.69,ppm,11.69,ppm,4407994
CC18-211,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10459
CC18-211,Samp,Fe 238.204,,234.2,ppm,234.2,ppm,7475946
CC18-211,Samp,K MultiCal,,-,ppm,37.26,-,-
CC18-211,Samp,Mg 280.270,x,51.65,ppm,51.65,ppm,6701118
CC18-211,Samp,Mn 259.372,,8.06,ppm,8.06,ppm,683197
CC18-211,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,144
CC18-211,Samp,Na MultiCal,,-,ppm,1.08,-,-
CC18-211,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2645
CC18-211,Samp,P multical,,-,ppm,5.55,-,-
CC18-211,Samp,S 181.972,,2.14,ppm,2.14,ppm,910.9
CC18-211,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1841
CC18-212,Samp,Al 394.401,,260.1,ppm,260.1,ppm,4782026
CC18-212,Samp,Ca 422.673,,11.35,ppm,11.35,ppm,4309096
CC18-212,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,9093
CC18-212,Samp,Fe 238.204,,237.5,ppm,237.5,ppm,7559208
CC18-212,Samp,K MultiCal,,-,ppm,35.46,-,-
CC18-212,Samp,Mg 280.270,x,53.41,ppm,53.41,ppm,6931401
CC18-212,Samp,Mn 259.372,,6.89,ppm,6.89,ppm,584402
CC18-212,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,128.4
CC18-212,Samp,Na MultiCal,,-,ppm,0.85,-,-
CC18-212,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2708
CC18-212,Samp,P multical,,-,ppm,4.85,-,-
CC18-212,Samp,S 181.972,,1.9,ppm,1.9,ppm,816.6
CC18-212,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1714
CC18-213,Samp,Al 394.401,x,386,ppm,386,ppm,6120845
CC18-213,Samp,Ca 422.673,,18.24,ppm,18.24,ppm,5998443
CC18-213,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11460
CC18-213,Samp,Fe 238.204,x,310.1,ppm,310.1,ppm,9213068
CC18-213,Samp,K MultiCal,,-,ppm,62.2,-,-
CC18-213,Samp,Mg 280.270,x,77.58,ppm,77.58,ppm,10101323
CC18-213,Samp,Mn 259.372,,6.24,ppm,6.24,ppm,529350
CC18-213,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,160.3
CC18-213,Samp,Na MultiCal,,-,ppm,1.05,-,-
CC18-213,Samp,Ni 230.299,,0.34,ppm,0.34,ppm,3755
CC18-213,Samp,P multical,,-,ppm,5.35,-,-
CC18-213,Samp,S 181.972,,2.16,ppm,2.16,ppm,921.2
CC18-213,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1982
CC18-214,Samp,Al 394.401,x,369,ppm,369,ppm,5940418
CC18-214,Samp,Ca 422.673,x,30.37,ppm,30.37,ppm,7525639
CC18-214,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11350
CC18-214,Samp,Fe 238.204,x,298.9,ppm,298.9,ppm,8959659
CC18-214,Samp,K MultiCal,,-,ppm,57.29,-,-
CC18-214,Samp,Mg 280.270,x,79.71,ppm,79.71,ppm,10380216
CC18-214,Samp,Mn 259.372,,6.05,ppm,6.05,ppm,513361
CC18-214,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,154.5
CC18-214,Samp,Na MultiCal,,-,ppm,0.91,-,-
CC18-214,Samp,Ni 230.299,,0.34,ppm,0.34,ppm,3808
CC18-214,Samp,P multical,,-,ppm,5.18,-,-
CC18-214,Samp,S 181.972,,2.09,ppm,2.09,ppm,892.6
CC18-214,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1914
CC18-215,Samp,Al 394.401,x,336.4,ppm,336.4,ppm,5593488
CC18-215,Samp,Ca 422.673,,12.86,ppm,12.86,ppm,4735997
CC18-215,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,11175
CC18-215,Samp,Fe 238.204,x,268.5,ppm,268.5,ppm,8268548
CC18-215,Samp,K MultiCal,,-,ppm,44.96,-,-
CC18-215,Samp,Mg 280.270,x,68.93,ppm,68.93,ppm,8966175
CC18-215,Samp,Mn 259.372,,7.16,ppm,7.16,ppm,606892
CC18-215,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,200.8
CC18-215,Samp,Na MultiCal,,-,ppm,0.97,-,-
CC18-215,Samp,Ni 230.299,,0.29,ppm,0.29,ppm,3204
CC18-215,Samp,P multical,,-,ppm,5.24,-,-
CC18-215,Samp,S 181.972,,2.11,ppm,2.11,ppm,901.3
CC18-215,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1815
CC18-216,Samp,Al 394.401,x,358.1,ppm,358.1,ppm,5824166
CC18-216,Samp,Ca 422.673,,14.01,ppm,14.01,ppm,5042154
CC18-216,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11270
CC18-216,Samp,Fe 238.204,x,273.2,ppm,273.2,ppm,8374979
CC18-216,Samp,K MultiCal,,-,ppm,47.32,-,-
CC18-216,Samp,Mg 280.270,x,71.18,ppm,71.18,ppm,9261428
CC18-216,Samp,Mn 259.372,,7.06,ppm,7.06,ppm,598591
CC18-216,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,196
CC18-216,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-216,Samp,Ni 230.299,,0.29,ppm,0.29,ppm,3284
CC18-216,Samp,P multical,,-,ppm,5.3,-,-
CC18-216,Samp,S 181.972,,2.02,ppm,2.02,ppm,865.6
CC18-216,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1829
CC18-217,Samp,Al 394.401,x,301.2,ppm,301.2,ppm,5219359
CC18-217,Samp,Ca 422.673,,12.85,ppm,12.85,ppm,4732438
CC18-217,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10559
CC18-217,Samp,Fe 238.204,,241.6,ppm,241.6,ppm,7650648
CC18-217,Samp,K MultiCal,,-,ppm,46.54,-,-
CC18-217,Samp,Mg 280.270,x,64.09,ppm,64.09,ppm,8332418
CC18-217,Samp,Mn 259.372,,8.43,ppm,8.43,ppm,714100
CC18-217,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,154.7
CC18-217,Samp,Na MultiCal,,-,ppm,0.93,-,-
CC18-217,Samp,Ni 230.299,,0.26,ppm,0.26,ppm,2911
CC18-217,Samp,P multical,,-,ppm,6.44,-,-
CC18-217,Samp,S 181.972,,2.24,ppm,2.24,ppm,954.1
CC18-217,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1837
CC18-218,Samp,Al 394.401,x,307,ppm,307,ppm,5280881
CC18-218,Samp,Ca 422.673,,13.81,ppm,13.81,ppm,4987791
CC18-218,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,10811
CC18-218,Samp,Fe 238.204,x,265.6,ppm,265.6,ppm,8203138
CC18-218,Samp,K MultiCal,,-,ppm,43.49,-,-
CC18-218,Samp,Mg 280.270,x,65.72,ppm,65.72,ppm,8545541
CC18-218,Samp,Mn 259.372,,8.64,ppm,8.64,ppm,731412
CC18-218,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,143.4
CC18-218,Samp,Na MultiCal,,-,ppm,0.99,-,-
CC18-218,Samp,Ni 230.299,,0.27,ppm,0.27,ppm,3060
CC18-218,Samp,P multical,,-,ppm,5.86,-,-
CC18-218,Samp,S 181.972,,2.06,ppm,2.06,ppm,882.6
CC18-218,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1841
CC18-219,Samp,Al 394.401,,252.2,ppm,252.2,ppm,4695989
CC18-219,Samp,Ca 422.673,,12.52,ppm,12.52,ppm,4641257
CC18-219,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10478
CC18-219,Samp,Fe 238.204,x,260.2,ppm,260.2,ppm,8078109
CC18-219,Samp,K MultiCal,,-,ppm,34.32,-,-
CC18-219,Samp,Mg 280.270,x,55.61,ppm,55.61,ppm,7220114
CC18-219,Samp,Mn 259.372,,8.3,ppm,8.3,ppm,703229
CC18-219,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,148.2
CC18-219,Samp,Na MultiCal,,-,ppm,1.07,-,-
CC18-219,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2691
CC18-219,Samp,P multical,,-,ppm,6.01,-,-
CC18-219,Samp,S 181.972,,2.31,ppm,2.31,ppm,981.7
CC18-219,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1782
CC18-220,Samp,Al 394.401,,255.7,ppm,255.7,ppm,4734487
CC18-220,Samp,Ca 422.673,,13.77,ppm,13.77,ppm,4980195
