Solution Label,Type,Element,Flags,Soln Conc,Units,Corr Con,Units,Int
CC18-295,Samp,S 181.972,,2.33,ppm,2.33,ppm,987.8
CC18-295,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1895
CC18-296,Samp,Al 394.401,,240.9,ppm,240.9,ppm,4574448
CC18-296,Samp,Ca 422.673,,13.68,ppm,13.68,ppm,4956835
CC18-296,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9252
CC18-296,Samp,Fe 238.204,,215.1,ppm,215.1,ppm,7008272
CC18-296,Samp,K MultiCal,,-,ppm,31.23,-,-
CC18-296,Samp,Mg 280.270,x,52.82,ppm,52.82,ppm,6854376
CC18-296,Samp,Mn 259.372,,9.67,ppm,9.67,ppm,818054
CC18-296,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,132.1
CC18-296,Samp,Na MultiCal,,-,ppm,0.89,-,-
CC18-296,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2517
CC18-296,Samp,P multical,,-,ppm,5.83,-,-
CC18-296,Samp,S 181.972,,2.22,ppm,2.22,ppm,945.7
CC18-296,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1785
CC18-297,Samp,Al 394.401,,234.4,ppm,234.4,ppm,4498889
CC18-297,Samp,Ca 422.673,,11.16,ppm,11.16,ppm,4250064
CC18-297,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8969
CC18-297,Samp,Fe 238.204,,239.4,ppm,239.4,ppm,7599758
CC18-297,Samp,K MultiCal,,-,ppm,22.26,-,-
CC18-297,Samp,Mg 280.270,x,39.11,ppm,39.11,ppm,5056383
CC18-297,Samp,Mn 259.372,,7.58,ppm,7.58,ppm,642813
CC18-297,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,142.4
CC18-297,Samp,Na MultiCal,,-,ppm,0.93,-,-
CC18-297,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2214
CC18-297,Samp,P multical,,-,ppm,5.52,-,-
CC18-297,Samp,S 181.972,,2.13,ppm,2.13,ppm,910.8
CC18-297,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1781
CC18-298,Samp,Al 394.401,,233.9,ppm,233.9,ppm,4494389
CC18-298,Samp,Ca 422.673,,11.27,ppm,11.27,ppm,4284358
CC18-298,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8127
CC18-298,Samp,Fe 238.204,,231.4,ppm,231.4,ppm,7411852
CC18-298,Samp,K MultiCal,,-,ppm,21.9,-,-
CC18-298,Samp,Mg 280.270,x,39.5,ppm,39.5,ppm,5106768
CC18-298,Samp,Mn 259.372,,8.38,ppm,8.38,ppm,710058
CC18-298,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,139.1
CC18-298,Samp,Na MultiCal,,-,ppm,0.89,-,-
CC18-298,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2134
CC18-298,Samp,P multical,,-,ppm,5.7,-,-
CC18-298,Samp,S 181.972,,1.91,ppm,1.91,ppm,821.1
CC18-298,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1777
CC18-299,Samp,Al 394.401,x,294.1,ppm,294.1,ppm,5143469
CC18-299,Samp,Ca 422.673,,15.78,ppm,15.78,ppm,5473320
CC18-299,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,10074
CC18-299,Samp,Fe 238.204,,229.2,ppm,229.2,ppm,7360503
CC18-299,Samp,K MultiCal,,-,ppm,45,-,-
CC18-299,Samp,Mg 280.270,x,66.47,ppm,66.47,ppm,8643507
CC18-299,Samp,Mn 259.372,,10.56,ppm,10.56,ppm,891823
CC18-299,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,127.1
CC18-299,Samp,Na MultiCal,,-,ppm,1.11,-,-
CC18-299,Samp,Ni 230.299,,0.25,ppm,0.25,ppm,2798
CC18-299,Samp,P multical,,-,ppm,6.6,-,-
CC18-299,Samp,S 181.972,,2.68,ppm,2.68,ppm,1131
CC18-299,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1895
CC18-300,Samp,Al 394.401,x,292.4,ppm,292.4,ppm,5125378
CC18-300,Samp,Ca 422.673,,16.47,ppm,16.47,ppm,5629412
CC18-300,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9418
CC18-300,Samp,Fe 238.204,,221.8,ppm,221.8,ppm,7179026
CC18-300,Samp,K MultiCal,,-,ppm,43.29,-,-
CC18-300,Samp,Mg 280.270,x,67.52,ppm,67.52,ppm,8782460
CC18-300,Samp,Mn 259.372,,10.13,ppm,10.13,ppm,855743
CC18-300,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,135.4
CC18-300,Samp,Na MultiCal,,-,ppm,0.93,-,-
CC18-300,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2747
CC18-300,Samp,P multical,,-,ppm,6.56,-,-
CC18-300,Samp,S 181.972,,2.58,ppm,2.58,ppm,1090
CC18-300,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1873
blank,Samp,Al 394.401,,0.67,ppm,0.67,ppm,19294
blank,Samp,Ca 422.673,v,0.03,ppm,0.03,ppm,47410
blank,Samp,Cu 324.754,uv,0,ppm,0,ppm,544.2
blank,Samp,Fe 238.204,,0.55,ppm,0.55,ppm,21971
blank,Samp,K MultiCal,,-,ppm,0.16,-,-
blank,Samp,Mg 280.270,,0.17,ppm,0.17,ppm,21170
blank,Samp,Mn 259.372,v,0.02,ppm,0.02,ppm,1832
blank,Samp,Mo 204.598,uv,0,ppm,0,ppm,60.91
blank,Samp,Na MultiCal,,-,ppm,0.5,-,-
blank,Samp,Ni 230.299,uv,0,ppm,0,ppm,68.96
blank,Samp,P multical,,-,ppm,0.03,-,-
blank,Samp,S 181.972,uv,0.01,ppm,0.01,ppm,51.08
blank,Samp,Zn 206.200,uv,0,ppm,0,ppm,39.94
blank,Samp,Al 394.401,,0.2,ppm,0.2,ppm,6553
blank,Samp,Ca 422.673,uv,-0.01,ppm,-0.01,ppm,28556
blank,Samp,Cu 324.754,uv,0,ppm,0,ppm,526.5
blank,Samp,Fe 238.204,,0.07,ppm,0.07,ppm,2786
blank,Samp,K MultiCal,,-,ppm,0.11,-,-
blank,Samp,Mg 280.270,v,0.03,ppm,0.03,ppm,3182
blank,Samp,Mn 259.372,v,0,ppm,0,ppm,199.3
blank,Samp,Mo 204.598,uv,0,ppm,0,ppm,61.96
blank,Samp,Na MultiCal,,-,ppm,0.48,-,-
blank,Samp,Ni 230.299,uv,0,ppm,0,ppm,46.26
blank,Samp,P multical,,-,ppm,0.03,-,-
blank,Samp,S 181.972,uv,-0.01,ppm,-0.01,ppm,42.93
blank,Samp,Zn 206.200,uv,0,ppm,0,ppm,26.3
HAG,Samp,Al 394.401,,161,ppm,161,ppm,3473080
HAG,Samp,Ca 422.673,,14.86,ppm,14.86,ppm,5253043
HAG,Samp,Cu 324.754,,0.12,ppm,0.12,ppm,7004
HAG,Samp,Fe 238.204,,251.1,ppm,251.1,ppm,7870400
HAG,Samp,K MultiCal,,-,ppm,10.53,-,-
HAG,Samp,Mg 280.270,,14.85,ppm,14.85,ppm,1885979
HAG,Samp,Mn 259.372,,9.23,ppm,9.23,ppm,780538
HAG,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,172.6
HAG,Samp,Na MultiCal,,-,ppm,0.79,-,-
HAG,Samp,Ni 230.299,,0.17,ppm,0.17,ppm,1947
HAG,Samp,P multical,,-,ppm,5.23,-,-
HAG,Samp,S 181.972,,2.08,ppm,2.08,ppm,888.6
HAG,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1790
HAG,Samp,Al 394.401,,162.3,ppm,162.3,ppm,3491369
HAG,Samp,Ca 422.673,,14.82,ppm,14.82,ppm,5241895
HAG,Samp,Cu 324.754,,0.12,ppm,0.12,ppm,7180
HAG,Samp,Fe 238.204,x,279,ppm,279,ppm,8505993
HAG,Samp,K MultiCal,,-,ppm,9.6,-,-
HAG,Samp,Mg 280.270,,15.12,ppm,15.12,ppm,1921075
HAG,Samp,Mn 259.372,,9.2,ppm,9.2,ppm,778656
HAG,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,186
HAG,Samp,Na MultiCal,,-,ppm,0.75,-,-
HAG,Samp,Ni 230.299,,0.18,ppm,0.18,ppm,2043
HAG,Samp,P multical,,-,ppm,5.24,-,-
HAG,Samp,S 181.972,,2.03,ppm,2.03,ppm,867.3
HAG,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1853
CC18-321,Samp,Al 394.401,,213.9,ppm,213.9,ppm,4248700
CC18-321,Samp,Ca 422.673,,11.03,ppm,11.03,ppm,4213000
CC18-321,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9335
CC18-321,Samp,Fe 238.204,,226.8,ppm,226.8,ppm,7302204
CC18-321,Samp,K MultiCal,,-,ppm,21.59,-,-
CC18-321,Samp,Mg 280.270,x,38.71,ppm,38.71,ppm,5004136
CC18-321,Samp,Mn 259.372,,7.6,ppm,7.6,ppm,644094
CC18-321,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,131.3
CC18-321,Samp,Na MultiCal,,-,ppm,0.99,-,-
CC18-321,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2320
CC18-321,Samp,P multical,,-,ppm,5.95,-,-
CC18-321,Samp,S 181.972,,2.34,ppm,2.34,ppm,992.9
CC18-321,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1874
CC18-322,Samp,Al 394.401,,216.7,ppm,216.7,ppm,4284385
CC18-322,Samp,Ca 422.673,,10.46,ppm,10.46,ppm,4040569
CC18-322,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8934
CC18-322,Samp,Fe 238.204,,225,ppm,225,ppm,7256561
CC18-322,Samp,K MultiCal,,-,ppm,20.43,-,-
CC18-322,Samp,Mg 280.270,x,38.67,ppm,38.67,ppm,4997844
CC18-322,Samp,Mn 259.372,,7.72,ppm,7.72,ppm,653912
CC18-322,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,127
CC18-322,Samp,Na MultiCal,,-,ppm,0.98,-,-
CC18-322,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2274
CC18-322,Samp,P multical,,-,ppm,5.43,-,-
CC18-322,Samp,S 181.972,,1.9,ppm,1.9,ppm,814
CC18-322,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1809
CC18-323,Samp,Al 394.401,,209,ppm,209,ppm,4181557
CC18-323,Samp,Ca 422.673,,10.98,ppm,10.98,ppm,4197268
CC18-323,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9729
CC18-323,Samp,Fe 238.204,,217.7,ppm,217.7,ppm,7074688
CC18-323,Samp,K MultiCal,,-,ppm,27.22,-,-
CC18-323,Samp,Mg 280.270,x,47.9,ppm,47.9,ppm,6208412
CC18-323,Samp,Mn 259.372,,6.55,ppm,6.55,ppm,555821
CC18-323,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,154.2
CC18-323,Samp,Na MultiCal,,-,ppm,0.98,-,-
CC18-323,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2365
CC18-323,Samp,P multical,,-,ppm,5.14,-,-
CC18-323,Samp,S 181.972,,2,ppm,2,ppm,857.9
CC18-323,Samp,Zn 206.200,,0.39,ppm,0.39,ppm,1684
CC18-324,Samp,Al 394.401,,225.4,ppm,225.4,ppm,4392114
CC18-324,Samp,Ca 422.673,,11.16,ppm,11.16,ppm,4251853
CC18-324,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9706
CC18-324,Samp,Fe 238.204,,217.9,ppm,217.9,ppm,7080305
CC18-324,Samp,K MultiCal,,-,ppm,28.19,-,-
CC18-324,Samp,Mg 280.270,x,47.27,ppm,47.27,ppm,6126488
CC18-324,Samp,Mn 259.372,,6.63,ppm,6.63,ppm,562606
CC18-324,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,151.8
CC18-324,Samp,Na MultiCal,,-,ppm,0.96,-,-
CC18-324,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2380
CC18-324,Samp,P multical,,-,ppm,4.97,-,-
CC18-324,Samp,S 181.972,,1.89,ppm,1.89,ppm,811
CC18-324,Samp,Zn 206.200,,0.38,ppm,0.38,ppm,1654
CC18-325,Samp,Al 394.401,,184.3,ppm,184.3,ppm,3836190
CC18-325,Samp,Ca 422.673,,10.58,ppm,10.58,ppm,4075882
CC18-325,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10307
CC18-325,Samp,Fe 238.204,,213.4,ppm,213.4,ppm,6967975
CC18-325,Samp,K MultiCal,,-,ppm,22.4,-,-
CC18-325,Samp,Mg 280.270,x,38.3,ppm,38.3,ppm,4949231
CC18-325,Samp,Mn 259.372,,6.56,ppm,6.56,ppm,556676
CC18-325,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,131.1
CC18-325,Samp,Na MultiCal,,-,ppm,1.04,-,-
CC18-325,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2268
CC18-325,Samp,P multical,,-,ppm,5.36,-,-
CC18-325,Samp,S 181.972,,2.11,ppm,2.11,ppm,899.5
CC18-325,Samp,Zn 206.200,,0.39,ppm,0.39,ppm,1691
CC18-326,Samp,Al 394.401,,179.1,ppm,179.1,ppm,3758620
CC18-326,Samp,Ca 422.673,,10.43,ppm,10.43,ppm,4030641
CC18-326,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8482
CC18-326,Samp,Fe 238.204,,214.9,ppm,214.9,ppm,7006593
CC18-326,Samp,K MultiCal,,-,ppm,20.97,-,-
CC18-326,Samp,Mg 280.270,x,37.6,ppm,37.6,ppm,4857728
CC18-326,Samp,Mn 259.372,,7.69,ppm,7.69,ppm,651789
CC18-326,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,138.5
CC18-326,Samp,Na MultiCal,,-,ppm,1,-,-
CC18-326,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2290
CC18-326,Samp,P multical,,-,ppm,4.97,-,-
CC18-326,Samp,S 181.972,,1.87,ppm,1.87,ppm,804.9
CC18-326,Samp,Zn 206.200,,0.38,ppm,0.38,ppm,1635
CC18-327,Samp,Al 394.401,x,379.7,ppm,379.7,ppm,6053892
CC18-327,Samp,Ca 422.673,,15.1,ppm,15.1,ppm,5311759
CC18-327,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11783
CC18-327,Samp,Fe 238.204,x,324.7,ppm,324.7,ppm,9544525
CC18-327,Samp,K MultiCal,,-,ppm,56.78,-,-
CC18-327,Samp,Mg 280.270,x,78.48,ppm,78.48,ppm,10219299
CC18-327,Samp,Mn 259.372,,6.42,ppm,6.42,ppm,545306
CC18-327,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,196.5
CC18-327,Samp,Na MultiCal,,-,ppm,0.99,-,-
CC18-327,Samp,Ni 230.299,,0.33,ppm,0.33,ppm,3711
CC18-327,Samp,P multical,,-,ppm,6.12,-,-
CC18-327,Samp,S 181.972,,2.35,ppm,2.35,ppm,998.5
CC18-327,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1971
CC18-328,Samp,Al 394.401,x,358.1,ppm,358.1,ppm,5825069
CC18-328,Samp,Ca 422.673,,16.01,ppm,16.01,ppm,5524773
CC18-328,Samp,Cu 324.754,,0.21,ppm,0.21,ppm,12006
CC18-328,Samp,Fe 238.204,x,332.1,ppm,332.1,ppm,9712597
CC18-328,Samp,K MultiCal,,-,ppm,52.61,-,-
CC18-328,Samp,Mg 280.270,x,76.47,ppm,76.47,ppm,9956017
CC18-328,Samp,Mn 259.372,,6.2,ppm,6.2,ppm,526114
CC18-328,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,206.7
CC18-328,Samp,Na MultiCal,,-,ppm,0.98,-,-
CC18-328,Samp,Ni 230.299,,0.33,ppm,0.33,ppm,3686
CC18-328,Samp,P multical,,-,ppm,5.43,-,-
CC18-328,Samp,S 181.972,,2.32,ppm,2.32,ppm,983.8
CC18-328,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1916
CC18-329,Samp,Al 394.401,,175.8,ppm,175.8,ppm,3704924
CC18-329,Samp,Ca 422.673,,13.13,ppm,13.13,ppm,4809595
CC18-329,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9606
CC18-329,Samp,Fe 238.204,,184.2,ppm,184.2,ppm,6198004
CC18-329,Samp,K MultiCal,,-,ppm,17.42,-,-
CC18-329,Samp,Mg 280.270,x,33.61,ppm,33.61,ppm,4334739
CC18-329,Samp,Mn 259.372,,9.29,ppm,9.29,ppm,785987
CC18-329,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,120.7
CC18-329,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-329,Samp,Ni 230.299,,0.17,ppm,0.17,ppm,1963
CC18-329,Samp,P multical,,-,ppm,7.19,-,-
CC18-329,Samp,S 181.972,,2.52,ppm,2.52,ppm,1066
CC18-329,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1908
CC18-330,Samp,Al 394.401,,171.7,ppm,171.7,ppm,3643647
CC18-330,Samp,Ca 422.673,,11.17,ppm,11.17,ppm,4254765
CC18-330,Samp,Cu 324.754,,0.13,ppm,0.13,ppm,7777
CC18-330,Samp,Fe 238.204,,186.5,ppm,186.5,ppm,6263421
CC18-330,Samp,K MultiCal,,-,ppm,16.91,-,-
CC18-330,Samp,Mg 280.270,x,32.77,ppm,32.77,ppm,4223992
CC18-330,Samp,Mn 259.372,,9.42,ppm,9.42,ppm,796701
CC18-330,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,140.3
CC18-330,Samp,Na MultiCal,,-,ppm,0.9,-,-
CC18-330,Samp,Ni 230.299,,0.17,ppm,0.17,ppm,1925
CC18-330,Samp,P multical,,-,ppm,6.13,-,-
CC18-330,Samp,S 181.972,,2.07,ppm,2.07,ppm,882.8
CC18-330,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1763
CC18-331,Samp,Al 394.401,,187,ppm,187,ppm,3874251
CC18-331,Samp,Ca 422.673,,11.07,ppm,11.07,ppm,4223577
CC18-331,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8612
CC18-331,Samp,Fe 238.204,,209,ppm,209,ppm,6859042
CC18-331,Samp,K MultiCal,,-,ppm,21.63,-,-
CC18-331,Samp,Mg 280.270,x,38.91,ppm,38.91,ppm,5029579
CC18-331,Samp,Mn 259.372,,8.53,ppm,8.53,ppm,722429
CC18-331,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,148.1
CC18-331,Samp,Na MultiCal,,-,ppm,0.86,-,-
CC18-331,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2133
CC18-331,Samp,P multical,,-,ppm,6.29,-,-
CC18-331,Samp,S 181.972,,2.16,ppm,2.16,ppm,920.1
CC18-331,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1723
CC18-332,Samp,Al 394.401,,176.1,ppm,176.1,ppm,3711041
CC18-332,Samp,Ca 422.673,,12.07,ppm,12.07,ppm,4515090
CC18-332,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8208
CC18-332,Samp,Fe 238.204,,205.3,ppm,205.3,ppm,6761828
CC18-332,Samp,K MultiCal,,-,ppm,18.05,-,-
CC18-332,Samp,Mg 280.270,x,37.39,ppm,37.39,ppm,4830650
CC18-332,Samp,Mn 259.372,,7.64,ppm,7.64,ppm,647501
CC18-332,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,147.6
CC18-332,Samp,Na MultiCal,,-,ppm,0.86,-,-
CC18-332,Samp,Ni 230.299,,0.18,ppm,0.18,ppm,2089
CC18-332,Samp,P multical,,-,ppm,5.18,-,-
CC18-332,Samp,S 181.972,,2.03,ppm,2.03,ppm,868.6
CC18-332,Samp,Zn 206.200,,0.38,ppm,0.38,ppm,1646
CC18-333,Samp,Al 394.401,,234.7,ppm,234.7,ppm,4498079
CC18-333,Samp,Ca 422.673,,11.04,ppm,11.04,ppm,4215766
CC18-333,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8866
CC18-333,Samp,Fe 238.204,x,249.6,ppm,249.6,ppm,7835431
CC18-333,Samp,K MultiCal,,-,ppm,31.47,-,-
CC18-333,Samp,Mg 280.270,x,49.48,ppm,49.48,ppm,6416024
CC18-333,Samp,Mn 259.372,,8.44,ppm,8.44,ppm,714757
CC18-333,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,115.8
CC18-333,Samp,Na MultiCal,,-,ppm,1.03,-,-
CC18-333,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2548
CC18-333,Samp,P multical,,-,ppm,5.76,-,-
CC18-333,Samp,S 181.972,,2.05,ppm,2.05,ppm,874.8
CC18-333,Samp,Zn 206.200,,0.39,ppm,0.39,ppm,1698
CC18-334,Samp,Al 394.401,,239.5,ppm,239.5,ppm,4557868
CC18-334,Samp,Ca 422.673,,13.13,ppm,13.13,ppm,4810562
CC18-334,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8738
CC18-334,Samp,Fe 238.204,,235.6,ppm,235.6,ppm,7507378
CC18-334,Samp,K MultiCal,,-,ppm,29.47,-,-
CC18-334,Samp,Mg 280.270,x,47.53,ppm,47.53,ppm,6159673
CC18-334,Samp,Mn 259.372,,8.5,ppm,8.5,ppm,719650
CC18-334,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,148.6
CC18-334,Samp,Na MultiCal,,-,ppm,0.94,-,-
CC18-334,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2533
CC18-334,Samp,P multical,,-,ppm,5.44,-,-
CC18-334,Samp,S 181.972,,2.12,ppm,2.12,ppm,906.5
CC18-334,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1770
CC18-335,Samp,Al 394.401,x,271.2,ppm,271.2,ppm,4900746
CC18-335,Samp,Ca 422.673,,11.88,ppm,11.88,ppm,4462635
CC18-335,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,11061
CC18-335,Samp,Fe 238.204,x,274.1,ppm,274.1,ppm,8395612
CC18-335,Samp,K MultiCal,,-,ppm,40.47,-,-
CC18-335,Samp,Mg 280.270,x,57.02,ppm,57.02,ppm,7404307
CC18-335,Samp,Mn 259.372,,7.5,ppm,7.5,ppm,636056
CC18-335,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,167.2
CC18-335,Samp,Na MultiCal,,-,ppm,1.13,-,-
CC18-335,Samp,Ni 230.299,,0.28,ppm,0.28,ppm,3115
CC18-335,Samp,P multical,,-,ppm,5.61,-,-
CC18-335,Samp,S 181.972,,2.38,ppm,2.38,ppm,1009
CC18-335,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1926
CC18-336,Samp,Al 394.401,x,274.6,ppm,274.6,ppm,4937022
CC18-336,Samp,Ca 422.673,,14.14,ppm,14.14,ppm,5072881
CC18-336,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,10776
CC18-336,Samp,Fe 238.204,x,269.7,ppm,269.7,ppm,8294967
CC18-336,Samp,K MultiCal,,-,ppm,41.25,-,-
CC18-336,Samp,Mg 280.270,x,58.36,ppm,58.36,ppm,7581055
CC18-336,Samp,Mn 259.372,,7.56,ppm,7.56,ppm,640732
CC18-336,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,153.7
CC18-336,Samp,Na MultiCal,,-,ppm,0.99,-,-
CC18-336,Samp,Ni 230.299,,0.28,ppm,0.28,ppm,3098
CC18-336,Samp,P multical,,-,ppm,5.01,-,-
CC18-336,Samp,S 181.972,,2.03,ppm,2.03,ppm,868.4
CC18-336,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1860
CC18-337,Samp,Al 394.401,,168.1,ppm,168.1,ppm,3587885
CC18-337,Samp,Ca 422.673,,11.97,ppm,11.97,ppm,4488849
CC18-337,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8381
CC18-337,Samp,Fe 238.204,,178.5,ppm,178.5,ppm,6043576
CC18-337,Samp,K MultiCal,,-,ppm,17.86,-,-
CC18-337,Samp,Mg 280.270,x,36.8,ppm,36.8,ppm,4753791
CC18-337,Samp,Mn 259.372,,9.56,ppm,9.56,ppm,808341
CC18-337,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,143.4
CC18-337,Samp,Na MultiCal,,-,ppm,0.97,-,-
CC18-337,Samp,Ni 230.299,,0.18,ppm,0.18,ppm,2079
CC18-337,Samp,P multical,,-,ppm,6.34,-,-
CC18-337,Samp,S 181.972,,2.5,ppm,2.5,ppm,1056
CC18-337,Samp,Zn 206.200,,0.53,ppm,0.53,ppm,2256
CC18-338,Samp,Al 394.401,,181.5,ppm,181.5,ppm,3793760
CC18-338,Samp,Ca 422.673,,12.33,ppm,12.33,ppm,4591241
CC18-338,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8252
CC18-338,Samp,Fe 238.204,,193.1,ppm,193.1,ppm,6443793
CC18-338,Samp,K MultiCal,,-,ppm,17.8,-,-
CC18-338,Samp,Mg 280.270,x,36.69,ppm,36.69,ppm,4739158
CC18-338,Samp,Mn 259.372,,10.63,ppm,10.63,ppm,897703
CC18-338,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,148.9
CC18-338,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-338,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2156
CC18-338,Samp,P multical,,-,ppm,6.19,-,-
CC18-338,Samp,S 181.972,,2.19,ppm,2.19,ppm,933.5
CC18-338,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1724
CC18-339,Samp,Al 394.401,,218.9,ppm,218.9,ppm,4307185
CC18-339,Samp,Ca 422.673,,13.12,ppm,13.12,ppm,4805735
CC18-339,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9942
CC18-339,Samp,Fe 238.204,,208.5,ppm,208.5,ppm,6836500
CC18-339,Samp,K MultiCal,,-,ppm,27.06,-,-
CC18-339,Samp,Mg 280.270,x,44.43,ppm,44.43,ppm,5753224
CC18-339,Samp,Mn 259.372,,7.81,ppm,7.81,ppm,661572
CC18-339,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,152.2
CC18-339,Samp,Na MultiCal,,-,ppm,1.11,-,-
CC18-339,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2360
CC18-339,Samp,P multical,,-,ppm,5.85,-,-
CC18-339,Samp,S 181.972,,2.17,ppm,2.17,ppm,925.1
CC18-339,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1782
CC18-340,Samp,Al 394.401,,218.9,ppm,218.9,ppm,4310105
CC18-340,Samp,Ca 422.673,,12.7,ppm,12.7,ppm,4692673
CC18-340,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,9062
CC18-340,Samp,Fe 238.204,,206.8,ppm,206.8,ppm,6796980
CC18-340,Samp,K MultiCal,,-,ppm,26.33,-,-
CC18-340,Samp,Mg 280.270,x,44.82,ppm,44.82,ppm,5805096
CC18-340,Samp,Mn 259.372,,7.7,ppm,7.7,ppm,652730
CC18-340,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,133
CC18-340,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-340,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2332
CC18-340,Samp,P multical,,-,ppm,5.62,-,-
CC18-340,Samp,S 181.972,,2.03,ppm,2.03,ppm,866.6
CC18-340,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1710
CC18-341,Samp,Al 394.401,,235.2,ppm,235.2,ppm,4507670
CC18-341,Samp,Ca 422.673,,10.83,ppm,10.83,ppm,4152133
CC18-341,Samp,Cu 324.754,,0.2,ppm,0.2,ppm,11288
CC18-341,Samp,Fe 238.204,,230.7,ppm,230.7,ppm,7392787
