"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"V D36_19-103","Samp","Al 394.401","",0.60,"ppm",0.60,"ppm",8502
"V D36_19-103","Samp","Ca 422.673","",5.41,"ppm",5.41,"ppm",568936
"V D36_19-103","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",825.4
"V D36_19-103","Samp","Fe 238.204","",0.66,"ppm",0.66,"ppm",15178
"V D36_19-103","Samp","K MultiCal","","-","ppm",1.64,"-","-"
"V D36_19-103","Samp","Mg 280.270","",1.96,"ppm",1.96,"ppm",120808
"V D36_19-103","Samp","Mn 259.372","",0.07,"ppm",0.07,"ppm",2857
"V D36_19-103","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",62.29
"V D36_19-103","Samp","Na MultiCal","","-","ppm",2.60,"-","-"
"V D36_19-103","Samp","Ni 230.299","uv",-0.01,"ppm",-0.01,"ppm",131.7
"V D36_19-103","Samp","P multical","","-","ppm",0.11,"-","-"
"V D36_19-103","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",412.2
"V D36_19-103","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",46.50
"V D36_19-104","Samp","Al 394.401","",0.62,"ppm",0.62,"ppm",8708
"V D36_19-104","Samp","Ca 422.673","",6.20,"ppm",6.20,"ppm",650113
"V D36_19-104","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",785.2
"V D36_19-104","Samp","Fe 238.204","",0.76,"ppm",0.76,"ppm",17523
"V D36_19-104","Samp","K MultiCal","","-","ppm",1.99,"-","-"
"V D36_19-104","Samp","Mg 280.270","",2.03,"ppm",2.03,"ppm",124739
"V D36_19-104","Samp","Mn 259.372","",0.09,"ppm",0.09,"ppm",3848
"V D36_19-104","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",61.25
"V D36_19-104","Samp","Na MultiCal","","-","ppm",2.95,"-","-"
"V D36_19-104","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",102.1
"V D36_19-104","Samp","P multical","","-","ppm",0.08,"-","-"
"V D36_19-104","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",376.5
"V D36_19-104","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",44.25
"V D36_19-105","Samp","Al 394.401","",0.75,"ppm",0.75,"ppm",10441
"V D36_19-105","Samp","Ca 422.673","",7.21,"ppm",7.21,"ppm",752465
"V D36_19-105","Samp","Cu 324.754","",0.00,"ppm",0.00,"ppm",980.3
"V D36_19-105","Samp","Fe 238.204","",0.99,"ppm",0.99,"ppm",23021
"V D36_19-105","Samp","K MultiCal","","-","ppm",2.50,"-","-"
"V D36_19-105","Samp","Mg 280.270","",2.34,"ppm",2.34,"ppm",144372
"V D36_19-105","Samp","Mn 259.372","",0.09,"ppm",0.09,"ppm",3872
"V D36_19-105","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",67.81
"V D36_19-105","Samp","Na MultiCal","","-","ppm",3.59,"-","-"
"V D36_19-105","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",110.0
"V D36_19-105","Samp","P multical","","-","ppm",0.09,"-","-"
"V D36_19-105","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",506.1
"V D36_19-105","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",57.46
"V D36_19-106","Samp","Al 394.401","",0.45,"ppm",0.45,"ppm",6369
"V D36_19-106","Samp","Ca 422.673","",3.92,"ppm",3.92,"ppm",416420
"V D36_19-106","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",789.5
"V D36_19-106","Samp","Fe 238.204","",0.50,"ppm",0.50,"ppm",11650
"V D36_19-106","Samp","K MultiCal","","-","ppm",1.14,"-","-"
"V D36_19-106","Samp","Mg 280.270","",1.11,"ppm",1.11,"ppm",67777
"V D36_19-106","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1262
"V D36_19-106","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",58.75
"V D36_19-106","Samp","Na MultiCal","","-","ppm",1.27,"-","-"
"V D36_19-106","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",65.89
"V D36_19-106","Samp","P multical","","-","ppm",0.10,"-","-"
"V D36_19-106","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",264.9
"V D36_19-106","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",65.38
"V D36_19-107","Samp","Al 394.401","",1.00,"ppm",1.00,"ppm",13990
"V D36_19-107","Samp","Ca 422.673","",4.76,"ppm",4.76,"ppm",502404
"V D36_19-107","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",792.3
"V D36_19-107","Samp","Fe 238.204","",0.93,"ppm",0.93,"ppm",21509
"V D36_19-107","Samp","K MultiCal","","-","ppm",1.13,"-","-"
"V D36_19-107","Samp","Mg 280.270","",2.23,"ppm",2.23,"ppm",137535
"V D36_19-107","Samp","Mn 259.372","",0.13,"ppm",0.13,"ppm",5525
"V D36_19-107","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",87.41
"V D36_19-107","Samp","Na MultiCal","","-","ppm",1.26,"-","-"
"V D36_19-107","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",122.1
"V D36_19-107","Samp","P multical","","-","ppm",0.10,"-","-"
"V D36_19-107","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",454.3
"V D36_19-107","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",62.98
"V D36_19-108","Samp","Al 394.401","",0.45,"ppm",0.45,"ppm",6427
"V D36_19-108","Samp","Ca 422.673","",3.88,"ppm",3.88,"ppm",412008
"V D36_19-108","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",814.1
"V D36_19-108","Samp","Fe 238.204","",0.28,"ppm",0.28,"ppm",6453
"V D36_19-108","Samp","K MultiCal","","-","ppm",0.85,"-","-"
"V D36_19-108","Samp","Mg 280.270","",1.80,"ppm",1.80,"ppm",110494
"V D36_19-108","Samp","Mn 259.372","",0.07,"ppm",0.07,"ppm",2526
"V D36_19-108","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",68.06
"V D36_19-108","Samp","Na MultiCal","","-","ppm",1.21,"-","-"
"V D36_19-108","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",81.98
"V D36_19-108","Samp","P multical","","-","ppm",0.08,"-","-"
"V D36_19-108","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",386.4
"V D36_19-108","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",54.06
"V D36_19-109","Samp","Al 394.401","",19.05,"ppm",19.05,"ppm",259399
"V D36_19-109","Samp","Ca 422.673","",4.52,"ppm",4.52,"ppm",478269
"V D36_19-109","Samp","Cu 324.754","",0.02,"ppm",0.02,"ppm",1480
"V D36_19-109","Samp","Fe 238.204","",23.73,"ppm",23.73,"ppm",545192
"V D36_19-109","Samp","K MultiCal","","-","ppm",5.04,"-","-"
"V D36_19-109","Samp","Mg 280.270","",3.14,"ppm",3.14,"ppm",194020
"V D36_19-109","Samp","Mn 259.372","",1.54,"ppm",1.54,"ppm",73310
"V D36_19-109","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",66.17
"V D36_19-109","Samp","Na MultiCal","","-","ppm",1.07,"-","-"
"V D36_19-109","Samp","Ni 230.299","",0.01,"ppm",0.01,"ppm",297.4
"V D36_19-109","Samp","P multical","","-","ppm",1.15,"-","-"
"V D36_19-109","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",329.8
"V D36_19-109","Samp","Zn 206.200","",0.10,"ppm",0.10,"ppm",303.3
"V D36_19-110","Samp","Al 394.401","",0.29,"ppm",0.29,"ppm",4229
"V D36_19-110","Samp","Ca 422.673","",4.69,"ppm",4.69,"ppm",496068
"V D36_19-110","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",803.4
"V D36_19-110","Samp","Fe 238.204","",0.16,"ppm",0.16,"ppm",3655
"V D36_19-110","Samp","K MultiCal","","-","ppm",0.81,"-","-"
"V D36_19-110","Samp","Mg 280.270","",2.26,"ppm",2.26,"ppm",139056
"V D36_19-110","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1341
"V D36_19-110","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",82.86
"V D36_19-110","Samp","Na MultiCal","","-","ppm",1.47,"-","-"
"V D36_19-110","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",50.80
"V D36_19-110","Samp","P multical","","-","ppm",0.03,"-","-"
"V D36_19-110","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",503.6
"V D36_19-110","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",53.00
"blank","Samp","Al 394.401","",0.18,"ppm",0.18,"ppm",2679
"blank","Samp","Ca 422.673","uv",-0.02,"ppm",-0.02,"ppm",8394
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",800.6
"blank","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",489.4
"blank","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"blank","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1088
"blank","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",956.1
"blank","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",74.48
"blank","Samp","Na MultiCal","","-","ppm",0.75,"-","-"
"blank","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",77.21
"blank","Samp","P multical","","-","ppm",0.03,"-","-"
"blank","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",55.30
"blank","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",39.28
"blank","Samp","Al 394.401","",0.18,"ppm",0.18,"ppm",2616
"blank","Samp","Ca 422.673","uv",-0.04,"ppm",-0.04,"ppm",6261
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",745.2
"blank","Samp","Fe 238.204","v",0.04,"ppm",0.04,"ppm",774.2
"blank","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"blank","Samp","Mg 280.270","v",0.03,"ppm",0.03,"ppm",890.2
"blank","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",925.9
"blank","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",82.41
"blank","Samp","Na MultiCal","","-","ppm",0.58,"-","-"
"blank","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",53.33
"blank","Samp","P multical","","-","ppm",0.02,"-","-"
"blank","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",52.17
"blank","Samp","Zn 206.200","",0.04,"ppm",0.04,"ppm",144.2
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2506
"MC (6/3/19)","Samp","Ca 422.673","",1.93,"ppm",1.93,"ppm",211367
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",741.1
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",353.5
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1146
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",943.6
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",64.11
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.79,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",65.11
"MC (6/3/19)","Samp","P multical","","-","ppm",4.75,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",56.55
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",45.12
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2599
"MC (6/3/19)","Samp","Ca 422.673","",2.11,"ppm",2.11,"ppm",230181
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",718.0
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",304.2
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1214
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",912.7
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",58.96
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",16.69,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",54.63
"MC (6/3/19)","Samp","P multical","","-","ppm",5.12,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",70.53
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",51.68
"MC (6/3/19)","Samp","Al 394.401","",0.16,"ppm",0.16,"ppm",2438
"MC (6/3/19)","Samp","Ca 422.673","",1.93,"ppm",1.93,"ppm",211281
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",767.0
"MC (6/3/19)","Samp","Fe 238.204","",0.05,"ppm",0.05,"ppm",1176
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.11,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1110
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",909.5
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",61.60
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.75,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",57.77
"MC (6/3/19)","Samp","P multical","","-","ppm",4.79,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",57.38
"MC (6/3/19)","Samp","Zn 206.200","uv",0.01,"ppm",0.01,"ppm",46.63
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2515
"MC (6/3/19)","Samp","Ca 422.673","",1.88,"ppm",1.88,"ppm",206103
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",797.1
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",364.2
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1117
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",916.8
"MC (6/3/19)","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",80.75
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.10,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",59.44
"MC (6/3/19)","Samp","P multical","","-","ppm",4.67,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",54.43
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",50.53
"MC (6/3/19)","Samp","Al 394.401","",0.16,"ppm",0.16,"ppm",2448
"MC (6/3/19)","Samp","Ca 422.673","",1.91,"ppm",1.91,"ppm",209238
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",732.1
"MC (6/3/19)","Samp","Fe 238.204","v",0.01,"ppm",0.01,"ppm",243.2
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1123
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",983.0
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",64.63
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.34,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",71.78
"MC (6/3/19)","Samp","P multical","","-","ppm",4.76,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",64.14
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",58.41
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2484
"MC (6/3/19)","Samp","Ca 422.673","",2.13,"ppm",2.13,"ppm",232084
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",762.7
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",277.5
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.15,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1161
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",934.6
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.01,"ppm",-0.01,"ppm",57.30
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",17.16,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",25.94
"MC (6/3/19)","Samp","P multical","","-","ppm",5.27,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",41.63
"MC (6/3/19)","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",41.64
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2609
"MC (6/3/19)","Samp","Ca 422.673","",1.98,"ppm",1.98,"ppm",216542
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",798.7
"MC (6/3/19)","Samp","Fe 238.204","v",0.01,"ppm",0.01,"ppm",226.7
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1126
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",916.2
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.01,"ppm",-0.01,"ppm",51.42
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.91,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",58.71
"MC (6/3/19)","Samp","P multical","","-","ppm",4.91,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",58.86
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",55.73
"MC (6/3/19)","Samp","Al 394.401","",0.16,"ppm",0.16,"ppm",2459
"MC (6/3/19)","Samp","Ca 422.673","",1.96,"ppm",1.96,"ppm",214567
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",783.2
"MC (6/3/19)","Samp","Fe 238.204","v",0.01,"ppm",0.01,"ppm",270.8
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.04,"ppm",0.04,"ppm",1100
"MC (6/3/19)","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",911.3
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",68.64
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",15.56,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",46.15
"MC (6/3/19)","Samp","P multical","","-","ppm",4.84,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",62.35
"MC (6/3/19)","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",55.27
"AB D36_19-079","Samp","Al 394.401","",5.66,"ppm",5.66,"ppm",77781
"AB D36_19-079","Samp","Ca 422.673","",4.43,"ppm",4.43,"ppm",469040
"AB D36_19-079","Samp","Cu 324.754","",0.00,"ppm",0.00,"ppm",945.6
"AB D36_19-079","Samp","Fe 238.204","",9.34,"ppm",9.34,"ppm",216192
"AB D36_19-079","Samp","K MultiCal","","-","ppm",2.70,"-","-"
"AB D36_19-079","Samp","Mg 280.270","",1.89,"ppm",1.89,"ppm",116208
"AB D36_19-079","Samp","Mn 259.372","",0.51,"ppm",0.51,"ppm",23865
"AB D36_19-079","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",64.15
"AB D36_19-079","Samp","Na MultiCal","","-","ppm",2.42,"-","-"
"AB D36_19-079","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",203.0
"AB D36_19-079","Samp","P multical","","-","ppm",0.39,"-","-"
"AB D36_19-079","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",438.9
"AB D36_19-079","Samp","Zn 206.200","",0.04,"ppm",0.04,"ppm",137.2
"AB D36_19-080","Samp","Al 394.401","",5.23,"ppm",5.23,"ppm",71843
"AB D36_19-080","Samp","Ca 422.673","",5.08,"ppm",5.08,"ppm",535981
"AB D36_19-080","Samp","Cu 324.754","",0.00,"ppm",0.00,"ppm",952.7
"AB D36_19-080","Samp","Fe 238.204","",9.50,"ppm",9.50,"ppm",219710
"AB D36_19-080","Samp","K MultiCal","","-","ppm",2.64,"-","-"
"AB D36_19-080","Samp","Mg 280.270","",2.31,"ppm",2.31,"ppm",142180
"AB D36_19-080","Samp","Mn 259.372","",0.53,"ppm",0.53,"ppm",24931
"AB D36_19-080","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",79.80
"AB D36_19-080","Samp","Na MultiCal","","-","ppm",2.93,"-","-"
"AB D36_19-080","Samp","Ni 230.299","uv",-0.01,"ppm",-0.01,"ppm",183.0
"AB D36_19-080","Samp","P multical","","-","ppm",0.35,"-","-"
"AB D36_19-080","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",547.4
"AB D36_19-080","Samp","Zn 206.200","",0.04,"ppm",0.04,"ppm",133.6
"AB D36_19-081","Samp","Al 394.401","",1.93,"ppm",1.93,"ppm",26672
"AB D36_19-081","Samp","Ca 422.673","",4.46,"ppm",4.46,"ppm",472211
"AB D36_19-081","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",775.5
"AB D36_19-081","Samp","Fe 238.204","",2.51,"ppm",2.51,"ppm",58262
"AB D36_19-081","Samp","K MultiCal","","-","ppm",2.20,"-","-"
"AB D36_19-081","Samp","Mg 280.270","",1.62,"ppm",1.62,"ppm",99240
"AB D36_19-081","Samp","Mn 259.372","",0.14,"ppm",0.14,"ppm",6084
"AB D36_19-081","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",79.51
"AB D36_19-081","Samp","Na MultiCal","","-","ppm",2.51,"-","-"
"AB D36_19-081","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",76.41
"AB D36_19-081","Samp","P multical","","-","ppm",0.11,"-","-"
"AB D36_19-081","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",449.5
"AB D36_19-081","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",58.75
"AB D36_19-082","Samp","Al 394.401","",0.64,"ppm",0.64,"ppm",9035
"AB D36_19-082","Samp","Ca 422.673","",4.44,"ppm",4.44,"ppm",469795
"AB D36_19-082","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",733.7
"AB D36_19-082","Samp","Fe 238.204","",0.57,"ppm",0.57,"ppm",13204
"AB D36_19-082","Samp","K MultiCal","","-","ppm",1.43,"-","-"
"AB D36_19-082","Samp","Mg 280.270","",1.71,"ppm",1.71,"ppm",105198
"AB D36_19-082","Samp","Mn 259.372","v",0.05,"ppm",0.05,"ppm",1551
"AB D36_19-082","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",68.23
"AB D36_19-082","Samp","Na MultiCal","","-","ppm",2.99,"-","-"
"AB D36_19-082","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",45.88
"AB D36_19-082","Samp","P multical","","-","ppm",0.07,"-","-"
"AB D36_19-082","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",518.0
"AB D36_19-082","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",25.73
"AB D36_19-083","Samp","Al 394.401","",4.20,"ppm",4.20,"ppm",57753
"AB D36_19-083","Samp","Ca 422.673","",6.06,"ppm",6.06,"ppm",635639
"AB D36_19-083","Samp","Cu 324.754","uv",0.00,"ppm",0.00,"ppm",936.7
"AB D36_19-083","Samp","Fe 238.204","",7.96,"ppm",7.96,"ppm",184260
"AB D36_19-083","Samp","K MultiCal","","-","ppm",3.00,"-","-"
"AB D36_19-083","Samp","Mg 280.270","",2.02,"ppm",2.02,"ppm",124274
"AB D36_19-083","Samp","Mn 259.372","",0.47,"ppm",0.47,"ppm",21859
"AB D36_19-083","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",83.63
"AB D36_19-083","Samp","Na MultiCal","","-","ppm",2.94,"-","-"
"AB D36_19-083","Samp","Ni 230.299","uv",-0.01,"ppm",-0.01,"ppm",176.3
"AB D36_19-083","Samp","P multical","","-","ppm",0.32,"-","-"
"AB D36_19-083","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",489.4
"AB D36_19-083","Samp","Zn 206.200","",0.03,"ppm",0.03,"ppm",126.5
"AB D36_19-084","Samp","Al 394.401","",1.68,"ppm",1.68,"ppm",23275
"AB D36_19-084","Samp","Ca 422.673","",5.24,"ppm",5.24,"ppm",551697
"AB D36_19-084","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",834.2
"AB D36_19-084","Samp","Fe 238.204","",2.77,"ppm",2.77,"ppm",64338
"AB D36_19-084","Samp","K MultiCal","","-","ppm",2.56,"-","-"
"AB D36_19-084","Samp","Mg 280.270","",1.61,"ppm",1.61,"ppm",98883
"AB D36_19-084","Samp","Mn 259.372","",0.21,"ppm",0.21,"ppm",9216
"AB D36_19-084","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",75.66
"AB D36_19-084","Samp","Na MultiCal","","-","ppm",3.13,"-","-"
"AB D36_19-084","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",86.80
"AB D36_19-084","Samp","P multical","","-","ppm",0.14,"-","-"
"AB D36_19-084","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",472.2
"AB D36_19-084","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",66.36
"AB D36_19-085","Samp","Al 394.401","",0.78,"ppm",0.78,"ppm",10914
"AB D36_19-085","Samp","Ca 422.673","",4.94,"ppm",4.94,"ppm",521446
"AB D36_19-085","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",750.3
"AB D36_19-085","Samp","Fe 238.204","",0.95,"ppm",0.95,"ppm",21969
"AB D36_19-085","Samp","K MultiCal","","-","ppm",1.94,"-","-"
"AB D36_19-085","Samp","Mg 280.270","",1.69,"ppm",1.69,"ppm",104021
"AB D36_19-085","Samp","Mn 259.372","",0.07,"ppm",0.07,"ppm",2514
"AB D36_19-085","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",85.72
"AB D36_19-085","Samp","Na MultiCal","","-","ppm",3.52,"-","-"
"AB D36_19-085","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",45.68
"AB D36_19-085","Samp","P multical","","-","ppm",0.09,"-","-"
