"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"AB D36_19-085","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",484.9
"AB D36_19-085","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",29.30
"AB D36_19-086","Samp","Al 394.401","",7.25,"ppm",7.25,"ppm",99518
"AB D36_19-086","Samp","Ca 422.673","",4.80,"ppm",4.80,"ppm",506911
"AB D36_19-086","Samp","Cu 324.754","",0.00,"ppm",0.00,"ppm",991.0
"AB D36_19-086","Samp","Fe 238.204","",12.09,"ppm",12.09,"ppm",279315
"AB D36_19-086","Samp","K MultiCal","","-","ppm",2.83,"-","-"
"AB D36_19-086","Samp","Mg 280.270","",2.31,"ppm",2.31,"ppm",142409
"AB D36_19-086","Samp","Mn 259.372","",0.76,"ppm",0.76,"ppm",35687
"AB D36_19-086","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",72.20
"AB D36_19-086","Samp","Na MultiCal","","-","ppm",2.51,"-","-"
"AB D36_19-086","Samp","Ni 230.299","uv",0.00,"ppm",0.00,"ppm",239.0
"AB D36_19-086","Samp","P multical","","-","ppm",0.42,"-","-"
"AB D36_19-086","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",449.0
"AB D36_19-086","Samp","Zn 206.200","",0.04,"ppm",0.04,"ppm",152.6
"AB D36_19-087","Samp","Al 394.401","",16.86,"ppm",16.86,"ppm",229906
"AB D36_19-087","Samp","Ca 422.673","",6.30,"ppm",6.30,"ppm",660253
"AB D36_19-087","Samp","Cu 324.754","",0.02,"ppm",0.02,"ppm",1471
"AB D36_19-087","Samp","Fe 238.204","",29.77,"ppm",29.77,"ppm",681625
"AB D36_19-087","Samp","K MultiCal","","-","ppm",4.13,"-","-"
"AB D36_19-087","Samp","Mg 280.270","",3.25,"ppm",3.25,"ppm",200754
"AB D36_19-087","Samp","Mn 259.372","",2.59,"ppm",2.59,"ppm",123568
"AB D36_19-087","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",86.29
"AB D36_19-087","Samp","Na MultiCal","","-","ppm",1.97,"-","-"
"AB D36_19-087","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",516.5
"AB D36_19-087","Samp","P multical","","-","ppm",1.13,"-","-"
"AB D36_19-087","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",432.3
"AB D36_19-087","Samp","Zn 206.200","",0.11,"ppm",0.11,"ppm",351.0
"AB D36_19-088","Samp","Al 394.401","",3.80,"ppm",3.80,"ppm",52357
"AB D36_19-088","Samp","Ca 422.673","",3.99,"ppm",3.99,"ppm",423953
"AB D36_19-088","Samp","Cu 324.754","uv",0.00,"ppm",0.00,"ppm",903.7
"AB D36_19-088","Samp","Fe 238.204","",6.30,"ppm",6.30,"ppm",146034
"AB D36_19-088","Samp","K MultiCal","","-","ppm",2.07,"-","-"
"AB D36_19-088","Samp","Mg 280.270","",1.84,"ppm",1.84,"ppm",113045
"AB D36_19-088","Samp","Mn 259.372","",0.44,"ppm",0.44,"ppm",20620
"AB D36_19-088","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",63.53
"AB D36_19-088","Samp","Na MultiCal","","-","ppm",2.53,"-","-"
"AB D36_19-088","Samp","Ni 230.299","uv",-0.01,"ppm",-0.01,"ppm",131.5
"AB D36_19-088","Samp","P multical","","-","ppm",0.22,"-","-"
"AB D36_19-088","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",421.0
"AB D36_19-088","Samp","Zn 206.200","",0.02,"ppm",0.02,"ppm",93.57
"AB D36_19-089","Samp","Al 394.401","",3.16,"ppm",3.16,"ppm",43631
"AB D36_19-089","Samp","Ca 422.673","",3.79,"ppm",3.79,"ppm",402775
"AB D36_19-089","Samp","Cu 324.754","uv",0.00,"ppm",0.00,"ppm",863.6
"AB D36_19-089","Samp","Fe 238.204","",4.36,"ppm",4.36,"ppm",101005
"AB D36_19-089","Samp","K MultiCal","","-","ppm",2.28,"-","-"
"AB D36_19-089","Samp","Mg 280.270","",1.46,"ppm",1.46,"ppm",89451
"AB D36_19-089","Samp","Mn 259.372","",0.22,"ppm",0.22,"ppm",10063
"AB D36_19-089","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",64.32
"AB D36_19-089","Samp","Na MultiCal","","-","ppm",2.13,"-","-"
"AB D36_19-089","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",112.7
"AB D36_19-089","Samp","P multical","","-","ppm",0.19,"-","-"
"AB D36_19-089","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",353.5
"AB D36_19-089","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",70.53
"AB D36_19-090","Samp","Al 394.401","",0.89,"ppm",0.89,"ppm",12496
"AB D36_19-090","Samp","Ca 422.673","",4.35,"ppm",4.35,"ppm",461040
"AB D36_19-090","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",755.1
"AB D36_19-090","Samp","Fe 238.204","",0.98,"ppm",0.98,"ppm",22738
"AB D36_19-090","Samp","K MultiCal","","-","ppm",1.36,"-","-"
"AB D36_19-090","Samp","Mg 280.270","",1.68,"ppm",1.68,"ppm",103071
"AB D36_19-090","Samp","Mn 259.372","",0.06,"ppm",0.06,"ppm",2273
"AB D36_19-090","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",63.35
"AB D36_19-090","Samp","Na MultiCal","","-","ppm",2.79,"-","-"
"AB D36_19-090","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",84.42
"AB D36_19-090","Samp","P multical","","-","ppm",0.07,"-","-"
"AB D36_19-090","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",459.9
"AB D36_19-090","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",33.66
"AB D36_19-091","Samp","Al 394.401","",11.03,"ppm",11.03,"ppm",150916
"AB D36_19-091","Samp","Ca 422.673","",7.02,"ppm",7.02,"ppm",733075
"AB D36_19-091","Samp","Cu 324.754","",0.01,"ppm",0.01,"ppm",1230
"AB D36_19-091","Samp","Fe 238.204","",24.24,"ppm",24.24,"ppm",556552
"AB D36_19-091","Samp","K MultiCal","","-","ppm",3.44,"-","-"
"AB D36_19-091","Samp","Mg 280.270","",3.18,"ppm",3.18,"ppm",196416
"AB D36_19-091","Samp","Mn 259.372","",1.57,"ppm",1.57,"ppm",74617
"AB D36_19-091","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",73.82
"AB D36_19-091","Samp","Na MultiCal","","-","ppm",3.26,"-","-"
"AB D36_19-091","Samp","Ni 230.299","",0.03,"ppm",0.03,"ppm",431.3
"AB D36_19-091","Samp","P multical","","-","ppm",0.91,"-","-"
"AB D36_19-091","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",495.2
"AB D36_19-091","Samp","Zn 206.200","",0.09,"ppm",0.09,"ppm",288.3
"AB D36_19-092","Samp","Al 394.401","",5.84,"ppm",5.84,"ppm",80178
"AB D36_19-092","Samp","Ca 422.673","",5.24,"ppm",5.24,"ppm",551992
"AB D36_19-092","Samp","Cu 324.754","",0.01,"ppm",0.01,"ppm",1045
"AB D36_19-092","Samp","Fe 238.204","",10.39,"ppm",10.39,"ppm",240297
"AB D36_19-092","Samp","K MultiCal","","-","ppm",2.99,"-","-"
"AB D36_19-092","Samp","Mg 280.270","",1.81,"ppm",1.81,"ppm",111372
"AB D36_19-092","Samp","Mn 259.372","",0.60,"ppm",0.60,"ppm",27930
"AB D36_19-092","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",62.64
"AB D36_19-092","Samp","Na MultiCal","","-","ppm",2.46,"-","-"
"AB D36_19-092","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",200.7
"AB D36_19-092","Samp","P multical","","-","ppm",0.47,"-","-"
"AB D36_19-092","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",374.7
"AB D36_19-092","Samp","Zn 206.200","",0.04,"ppm",0.04,"ppm",156.4
"AB D36_19-093","Samp","Al 394.401","",5.47,"ppm",5.47,"ppm",75182
"AB D36_19-093","Samp","Ca 422.673","",5.02,"ppm",5.02,"ppm",528968
"AB D36_19-093","Samp","Cu 324.754","uv",0.00,"ppm",0.00,"ppm",995.5
"AB D36_19-093","Samp","Fe 238.204","",10.58,"ppm",10.58,"ppm",244677
"AB D36_19-093","Samp","K MultiCal","","-","ppm",2.77,"-","-"
"AB D36_19-093","Samp","Mg 280.270","",2.23,"ppm",2.23,"ppm",137490
"AB D36_19-093","Samp","Mn 259.372","",0.63,"ppm",0.63,"ppm",29829
"AB D36_19-093","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",59.16
"AB D36_19-093","Samp","Na MultiCal","","-","ppm",3.43,"-","-"
"AB D36_19-093","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",231.4
"AB D36_19-093","Samp","P multical","","-","ppm",0.41,"-","-"
"AB D36_19-093","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",443.2
"AB D36_19-093","Samp","Zn 206.200","",0.05,"ppm",0.05,"ppm",160.1
"AB D36_19-094","Samp","Al 394.401","",2.80,"ppm",2.80,"ppm",38579
"AB D36_19-094","Samp","Ca 422.673","",4.67,"ppm",4.67,"ppm",493835
"AB D36_19-094","Samp","Cu 324.754","uv",0.00,"ppm",0.00,"ppm",951.9
"AB D36_19-094","Samp","Fe 238.204","",4.01,"ppm",4.01,"ppm",92879
"AB D36_19-094","Samp","K MultiCal","","-","ppm",2.77,"-","-"
"AB D36_19-094","Samp","Mg 280.270","",1.50,"ppm",1.50,"ppm",91802
"AB D36_19-094","Samp","Mn 259.372","",0.21,"ppm",0.21,"ppm",9317
"AB D36_19-094","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",67.74
"AB D36_19-094","Samp","Na MultiCal","","-","ppm",2.72,"-","-"
"AB D36_19-094","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",105.6
"AB D36_19-094","Samp","P multical","","-","ppm",0.24,"-","-"
"AB D36_19-094","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",369.6
"AB D36_19-094","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",68.66
"AB D36_19-095","Samp","Al 394.401","",1.63,"ppm",1.63,"ppm",22620
"AB D36_19-095","Samp","Ca 422.673","",5.08,"ppm",5.08,"ppm",535827
"AB D36_19-095","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",786.5
"AB D36_19-095","Samp","Fe 238.204","",2.32,"ppm",2.32,"ppm",53899
"AB D36_19-095","Samp","K MultiCal","","-","ppm",1.96,"-","-"
"AB D36_19-095","Samp","Mg 280.270","",1.76,"ppm",1.76,"ppm",108189
"AB D36_19-095","Samp","Mn 259.372","",0.13,"ppm",0.13,"ppm",5713
"AB D36_19-095","Samp","Mo 204.598","uv",-0.01,"ppm",-0.01,"ppm",51.60
"AB D36_19-095","Samp","Na MultiCal","","-","ppm",3.38,"-","-"
"AB D36_19-095","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",56.82
"AB D36_19-095","Samp","P multical","","-","ppm",0.10,"-","-"
"AB D36_19-095","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",432.3
"AB D36_19-095","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",53.33
"AB D36_19-096","Samp","Al 394.401","",0.57,"ppm",0.57,"ppm",8085
"AB D36_19-096","Samp","Ca 422.673","",3.87,"ppm",3.87,"ppm",411856
"AB D36_19-096","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",784.8
"AB D36_19-096","Samp","Fe 238.204","",0.51,"ppm",0.51,"ppm",11885
"AB D36_19-096","Samp","K MultiCal","","-","ppm",1.00,"-","-"
"AB D36_19-096","Samp","Mg 280.270","",0.76,"ppm",0.76,"ppm",46093
"AB D36_19-096","Samp","Mn 259.372","v",0.03,"ppm",0.03,"ppm",941.6
"AB D36_19-096","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",69.12
"AB D36_19-096","Samp","Na MultiCal","","-","ppm",0.98,"-","-"
"AB D36_19-096","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",41.57
"AB D36_19-096","Samp","P multical","","-","ppm",0.23,"-","-"
"AB D36_19-096","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",159.0
"AB D36_19-096","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",37.79
"AB D36_19-097","Samp","Al 394.401","",0.42,"ppm",0.42,"ppm",6030
"AB D36_19-097","Samp","Ca 422.673","",4.36,"ppm",4.36,"ppm",461578
"AB D36_19-097","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",817.3
"AB D36_19-097","Samp","Fe 238.204","",0.56,"ppm",0.56,"ppm",13019
"AB D36_19-097","Samp","K MultiCal","","-","ppm",0.99,"-","-"
"AB D36_19-097","Samp","Mg 280.270","",1.72,"ppm",1.72,"ppm",105886
"AB D36_19-097","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1156
"AB D36_19-097","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",65.36
"AB D36_19-097","Samp","Na MultiCal","","-","ppm",2.79,"-","-"
"AB D36_19-097","Samp","Ni 230.299","uv",0.00,"ppm",0.00,"ppm",241.2
"AB D36_19-097","Samp","P multical","","-","ppm",0.05,"-","-"
"AB D36_19-097","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",418.8
"AB D36_19-097","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",41.86
"AB D36_19-098","Samp","Al 394.401","",0.40,"ppm",0.40,"ppm",5679
"AB D36_19-098","Samp","Ca 422.673","",4.20,"ppm",4.20,"ppm",445590
"AB D36_19-098","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",740.0
"AB D36_19-098","Samp","Fe 238.204","",0.29,"ppm",0.29,"ppm",6728
"AB D36_19-098","Samp","K MultiCal","","-","ppm",1.00,"-","-"
"AB D36_19-098","Samp","Mg 280.270","",1.68,"ppm",1.68,"ppm",103377
"AB D36_19-098","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1095
"AB D36_19-098","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",59.81
"AB D36_19-098","Samp","Na MultiCal","","-","ppm",2.73,"-","-"
"AB D36_19-098","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",49.95
"AB D36_19-098","Samp","P multical","","-","ppm",0.06,"-","-"
"AB D36_19-098","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",415.6
"AB D36_19-098","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",30.02
"AB D36_19-099","Samp","Al 394.401","",0.27,"ppm",0.27,"ppm",3901
"AB D36_19-099","Samp","Ca 422.673","",5.10,"ppm",5.10,"ppm",537201
"AB D36_19-099","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",739.0
"AB D36_19-099","Samp","Fe 238.204","",0.24,"ppm",0.24,"ppm",5525
"AB D36_19-099","Samp","K MultiCal","","-","ppm",1.01,"-","-"
"AB D36_19-099","Samp","Mg 280.270","",1.82,"ppm",1.82,"ppm",112019
"AB D36_19-099","Samp","Mn 259.372","",0.06,"ppm",0.06,"ppm",2140
"AB D36_19-099","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",69.21
"AB D36_19-099","Samp","Na MultiCal","","-","ppm",3.35,"-","-"
"AB D36_19-099","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",75.28
"AB D36_19-099","Samp","P multical","","-","ppm",0.05,"-","-"
"AB D36_19-099","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",397.2
"AB D36_19-099","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",23.79
"AB D36_19-100","Samp","Al 394.401","",0.37,"ppm",0.37,"ppm",5264
"AB D36_19-100","Samp","Ca 422.673","",4.72,"ppm",4.72,"ppm",498758
"AB D36_19-100","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",776.5
"AB D36_19-100","Samp","Fe 238.204","",0.31,"ppm",0.31,"ppm",7149
"AB D36_19-100","Samp","K MultiCal","","-","ppm",1.10,"-","-"
"AB D36_19-100","Samp","Mg 280.270","",1.75,"ppm",1.75,"ppm",107452
"AB D36_19-100","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1303
"AB D36_19-100","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",67.89
"AB D36_19-100","Samp","Na MultiCal","","-","ppm",3.50,"-","-"
"AB D36_19-100","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",69.24
"AB D36_19-100","Samp","P multical","","-","ppm",0.06,"-","-"
"AB D36_19-100","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",401.4
"AB D36_19-100","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",31.61
"AB D36_19-101","Samp","Al 394.401","",0.23,"ppm",0.23,"ppm",3417
"AB D36_19-101","Samp","Ca 422.673","",3.21,"ppm",3.21,"ppm",343291
"AB D36_19-101","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",755.5
"AB D36_19-101","Samp","Fe 238.204","",0.06,"ppm",0.06,"ppm",1251
"AB D36_19-101","Samp","K MultiCal","","-","ppm",0.81,"-","-"
"AB D36_19-101","Samp","Mg 280.270","",1.80,"ppm",1.80,"ppm",110607
"AB D36_19-101","Samp","Mn 259.372","v",0.02,"ppm",0.02,"ppm",128.5
"AB D36_19-101","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",57.87
"AB D36_19-101","Samp","Na MultiCal","","-","ppm",2.25,"-","-"
"AB D36_19-101","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",62.92
"AB D36_19-101","Samp","P multical","","-","ppm",0.05,"-","-"
"AB D36_19-101","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",509.8
"AB D36_19-101","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",33.97
"AB D36_19-102","Samp","Al 394.401","",0.70,"ppm",0.70,"ppm",9769
"AB D36_19-102","Samp","Ca 422.673","",4.98,"ppm",4.98,"ppm",525308
"AB D36_19-102","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",814.8
"AB D36_19-102","Samp","Fe 238.204","",0.61,"ppm",0.61,"ppm",14192
"AB D36_19-102","Samp","K MultiCal","","-","ppm",1.38,"-","-"
"AB D36_19-102","Samp","Mg 280.270","",1.68,"ppm",1.68,"ppm",103093
"AB D36_19-102","Samp","Mn 259.372","v",0.05,"ppm",0.05,"ppm",1731
"AB D36_19-102","Samp","Mo 204.598","uv",-0.01,"ppm",-0.01,"ppm",55.33
"AB D36_19-102","Samp","Na MultiCal","","-","ppm",2.38,"-","-"
"AB D36_19-102","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",79.23
"AB D36_19-102","Samp","P multical","","-","ppm",0.07,"-","-"
"AB D36_19-102","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",403.8
"AB D36_19-102","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",33.25
"AB D36_19-103","Samp","Al 394.401","",0.69,"ppm",0.69,"ppm",9657
"AB D36_19-103","Samp","Ca 422.673","",5.13,"ppm",5.13,"ppm",540751
"AB D36_19-103","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",765.4
"AB D36_19-103","Samp","Fe 238.204","",0.62,"ppm",0.62,"ppm",14222
"AB D36_19-103","Samp","K MultiCal","","-","ppm",1.42,"-","-"
"AB D36_19-103","Samp","Mg 280.270","",1.72,"ppm",1.72,"ppm",105451
"AB D36_19-103","Samp","Mn 259.372","",0.05,"ppm",0.05,"ppm",1857
"AB D36_19-103","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",78.79
"AB D36_19-103","Samp","Na MultiCal","","-","ppm",2.52,"-","-"
"AB D36_19-103","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",46.08
"AB D36_19-103","Samp","P multical","","-","ppm",0.07,"-","-"
"AB D36_19-103","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",405.3
"AB D36_19-103","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",27.88
"AB D36_19-104","Samp","Al 394.401","",0.70,"ppm",0.70,"ppm",9795
"AB D36_19-104","Samp","Ca 422.673","",5.71,"ppm",5.71,"ppm",600028
"AB D36_19-104","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",765.7
"AB D36_19-104","Samp","Fe 238.204","",0.70,"ppm",0.70,"ppm",16257
"AB D36_19-104","Samp","K MultiCal","","-","ppm",1.67,"-","-"
"AB D36_19-104","Samp","Mg 280.270","",1.72,"ppm",1.72,"ppm",105983
"AB D36_19-104","Samp","Mn 259.372","",0.07,"ppm",0.07,"ppm",2540
"AB D36_19-104","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",81.35
"AB D36_19-104","Samp","Na MultiCal","","-","ppm",2.67,"-","-"
"AB D36_19-104","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",63.27
"AB D36_19-104","Samp","P multical","","-","ppm",0.08,"-","-"
"AB D36_19-104","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",351.9
"AB D36_19-104","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",38.22
"AB D36_19-105","Samp","Al 394.401","",0.81,"ppm",0.81,"ppm",11390
"AB D36_19-105","Samp","Ca 422.673","",5.71,"ppm",5.71,"ppm",599997
"AB D36_19-105","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",778.0
"AB D36_19-105","Samp","Fe 238.204","",0.74,"ppm",0.74,"ppm",17138
"AB D36_19-105","Samp","K MultiCal","","-","ppm",1.84,"-","-"
"AB D36_19-105","Samp","Mg 280.270","",1.76,"ppm",1.76,"ppm",108542
"AB D36_19-105","Samp","Mn 259.372","",0.06,"ppm",0.06,"ppm",2215
"AB D36_19-105","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",79.31
"AB D36_19-105","Samp","Na MultiCal","","-","ppm",3.01,"-","-"
"AB D36_19-105","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",64.83
"AB D36_19-105","Samp","P multical","","-","ppm",0.08,"-","-"
"AB D36_19-105","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",365.2
"AB D36_19-105","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",38.79
"AB D36_19-106","Samp","Al 394.401","",0.56,"ppm",0.56,"ppm",7923
"AB D36_19-106","Samp","Ca 422.673","",3.71,"ppm",3.71,"ppm",394423
"AB D36_19-106","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",796.0
"AB D36_19-106","Samp","Fe 238.204","",0.47,"ppm",0.47,"ppm",10740
"AB D36_19-106","Samp","K MultiCal","","-","ppm",1.04,"-","-"
"AB D36_19-106","Samp","Mg 280.270","",0.99,"ppm",0.99,"ppm",60666
"AB D36_19-106","Samp","Mn 259.372","v",0.02,"ppm",0.02,"ppm",297.6
"AB D36_19-106","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",62.63
"AB D36_19-106","Samp","Na MultiCal","","-","ppm",1.34,"-","-"
"AB D36_19-106","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",66.39
"AB D36_19-106","Samp","P multical","","-","ppm",0.10,"-","-"
"AB D36_19-106","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",272.8
"AB D36_19-106","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",23.95
"AB D36_19-107","Samp","Al 394.401","",0.62,"ppm",0.62,"ppm",8727
"AB D36_19-107","Samp","Ca 422.673","",3.64,"ppm",3.64,"ppm",387428
"AB D36_19-107","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",742.9
"AB D36_19-107","Samp","Fe 238.204","",0.42,"ppm",0.42,"ppm",9604
"AB D36_19-107","Samp","K MultiCal","","-","ppm",0.84,"-","-"
"AB D36_19-107","Samp","Mg 280.270","",1.64,"ppm",1.64,"ppm",100922
"AB D36_19-107","Samp","Mn 259.372","",0.06,"ppm",0.06,"ppm",2268
"AB D36_19-107","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",58.89
"AB D36_19-107","Samp","Na MultiCal","","-","ppm",1.16,"-","-"
"AB D36_19-107","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",44.63
"AB D36_19-107","Samp","P multical","","-","ppm",0.05,"-","-"
"AB D36_19-107","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",379.6
"AB D36_19-107","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",57.84
"AB D36_19-108","Samp","Al 394.401","",0.45,"ppm",0.45,"ppm",6362
"AB D36_19-108","Samp","Ca 422.673","",3.45,"ppm",3.45,"ppm",368020
"AB D36_19-108","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",743.9
"AB D36_19-108","Samp","Fe 238.204","",0.26,"ppm",0.26,"ppm",6056
"AB D36_19-108","Samp","K MultiCal","","-","ppm",1.03,"-","-"
"AB D36_19-108","Samp","Mg 280.270","",1.55,"ppm",1.55,"ppm",95059
"AB D36_19-108","Samp","Mn 259.372","v",0.04,"ppm",0.04,"ppm",1506
"AB D36_19-108","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",57.55
"AB D36_19-108","Samp","Na MultiCal","","-","ppm",1.07,"-","-"
"AB D36_19-108","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",41.31
"AB D36_19-108","Samp","P multical","","-","ppm",0.08,"-","-"
"AB D36_19-108","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",368.0
"AB D36_19-108","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",48.85
"AB D36_19-109","Samp","Al 394.401","",20.39,"ppm",20.39,"ppm",277390
"AB D36_19-109","Samp","Ca 422.673","",4.20,"ppm",4.20,"ppm",445548
"AB D36_19-109","Samp","Cu 324.754","",0.02,"ppm",0.02,"ppm",1432
"AB D36_19-109","Samp","Fe 238.204","",21.36,"ppm",21.36,"ppm",491165
"AB D36_19-109","Samp","K MultiCal","","-","ppm",5.04,"-","-"
"AB D36_19-109","Samp","Mg 280.270","",2.99,"ppm",2.99,"ppm",184655
"AB D36_19-109","Samp","Mn 259.372","",1.32,"ppm",1.32,"ppm",62559
"AB D36_19-109","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",67.01
"AB D36_19-109","Samp","Na MultiCal","","-","ppm",1.01,"-","-"
"AB D36_19-109","Samp","Ni 230.299","",0.03,"ppm",0.03,"ppm",459.6
"AB D36_19-109","Samp","P multical","","-","ppm",1.16,"-","-"
"AB D36_19-109","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",307.5
"AB D36_19-109","Samp","Zn 206.200","",0.09,"ppm",0.09,"ppm",297.5
"AB D36_19-110","Samp","Al 394.401","",0.22,"ppm",0.22,"ppm",3175
"AB D36_19-110","Samp","Ca 422.673","",4.00,"ppm",4.00,"ppm",424268
"AB D36_19-110","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",708.1
"AB D36_19-110","Samp","Fe 238.204","",0.07,"ppm",0.07,"ppm",1573
"AB D36_19-110","Samp","K MultiCal","","-","ppm",0.66,"-","-"
"AB D36_19-110","Samp","Mg 280.270","",1.81,"ppm",1.81,"ppm",111564
