"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"LTAR19-140","Samp","Ca Multical","o","-","ppm",6.16,"-","-"
"LTAR19-140","Samp","Al 394.401","",93.39,"ppm",93.39,"ppm",2272276
"LTAR19-140","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",6138
"LTAR19-140","Samp","Fe 238.204","",119.8,"ppm",119.8,"ppm",5089985
"LTAR19-140","Samp","K MultiCal","","-","ppm",5.53,"-","-"
"LTAR19-140","Samp","Mn 259.372","",9.59,"ppm",9.59,"ppm",1030237
"LTAR19-140","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",106.4
"LTAR19-140","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-140","Samp","Ni 230.299","",0.10,"ppm",0.10,"ppm",1325
"LTAR19-140","Samp","P multical","","-","ppm",3.33,"-","-"
"LTAR19-140","Samp","S 181.972","",1.19,"ppm",1.19,"ppm",538.0
"LTAR19-140","Samp","Zn 206.200","",0.29,"ppm",0.29,"ppm",1435
"LTAR19-141","Samp","Mg Multical","","-","ppm",5.59,"-","-"
"LTAR19-141","Samp","Ca Multical","o","-","ppm",6.51,"-","-"
"LTAR19-141","Samp","Al 394.401","",93.90,"ppm",93.90,"ppm",2283108
"LTAR19-141","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8183
"LTAR19-141","Samp","Fe 238.204","",148.1,"ppm",148.1,"ppm",6054876
"LTAR19-141","Samp","K MultiCal","","-","ppm",6.34,"-","-"
"LTAR19-141","Samp","Mn 259.372","",6.84,"ppm",6.84,"ppm",737761
"LTAR19-141","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",97.54
"LTAR19-141","Samp","Na MultiCal","","-","ppm",0.64,"-","-"
"LTAR19-141","Samp","Ni 230.299","",0.13,"ppm",0.13,"ppm",1671
"LTAR19-141","Samp","P multical","","-","ppm",4.52,"-","-"
"LTAR19-141","Samp","S 181.972","",1.69,"ppm",1.69,"ppm",751.3
"LTAR19-141","Samp","Zn 206.200","",0.36,"ppm",0.36,"ppm",1754
"LTAR19-142","Samp","Mg Multical","","-","ppm",6.14,"-","-"
"LTAR19-142","Samp","Ca Multical","o","-","ppm",6.26,"-","-"
"LTAR19-142","Samp","Al 394.401","",112.5,"ppm",112.5,"ppm",2665683
"LTAR19-142","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",7101
"LTAR19-142","Samp","Fe 238.204","",174.7,"ppm",174.7,"ppm",6881686
"LTAR19-142","Samp","K MultiCal","","-","ppm",6.67,"-","-"
"LTAR19-142","Samp","Mn 259.372","",9.07,"ppm",9.07,"ppm",974793
"LTAR19-142","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",104.1
"LTAR19-142","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-142","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1822
"LTAR19-142","Samp","P multical","","-","ppm",3.81,"-","-"
"LTAR19-142","Samp","S 181.972","",1.22,"ppm",1.22,"ppm",552.1
"LTAR19-142","Samp","Zn 206.200","",0.36,"ppm",0.36,"ppm",1758
"LTAR19-143","Samp","Mg Multical","","-","ppm",4.42,"-","-"
"LTAR19-143","Samp","Ca Multical","o","-","ppm",5.82,"-","-"
"LTAR19-143","Samp","Al 394.401","",73.80,"ppm",73.80,"ppm",1843115
"LTAR19-143","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7919
"LTAR19-143","Samp","Fe 238.204","",127.3,"ppm",127.3,"ppm",5351941
"LTAR19-143","Samp","K MultiCal","","-","ppm",7.00,"-","-"
"LTAR19-143","Samp","Mn 259.372","",3.34,"ppm",3.34,"ppm",362197
"LTAR19-143","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",99.05
"LTAR19-143","Samp","Na MultiCal","","-","ppm",0.64,"-","-"
"LTAR19-143","Samp","Ni 230.299","",0.10,"ppm",0.10,"ppm",1368
"LTAR19-143","Samp","P multical","","-","ppm",4.80,"-","-"
"LTAR19-143","Samp","S 181.972","",1.76,"ppm",1.76,"ppm",783.6
"LTAR19-143","Samp","Zn 206.200","",0.36,"ppm",0.36,"ppm",1755
"LTAR19-144","Samp","Mg Multical","","-","ppm",3.98,"-","-"
"LTAR19-144","Samp","Ca Multical","","-","ppm",3.78,"-","-"
"LTAR19-144","Samp","Al 394.401","",72.43,"ppm",72.43,"ppm",1812426
"LTAR19-144","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",7265
"LTAR19-144","Samp","Fe 238.204","",142.2,"ppm",142.2,"ppm",5860158
"LTAR19-144","Samp","K MultiCal","","-","ppm",6.59,"-","-"
"LTAR19-144","Samp","Mn 259.372","",5.79,"ppm",5.79,"ppm",626206
"LTAR19-144","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",101.6
"LTAR19-144","Samp","Na MultiCal","","-","ppm",0.60,"-","-"
"LTAR19-144","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1640
"LTAR19-144","Samp","P multical","","-","ppm",3.79,"-","-"
"LTAR19-144","Samp","S 181.972","",1.14,"ppm",1.14,"ppm",517.9
"LTAR19-144","Samp","Zn 206.200","",0.32,"ppm",0.32,"ppm",1553
"LTAR19-145","Samp","Mg Multical","","-","ppm",7.96,"-","-"
"LTAR19-145","Samp","Ca Multical","o","-","ppm",6.37,"-","-"
"LTAR19-145","Samp","Al 394.401","",126.1,"ppm",126.1,"ppm",2932909
"LTAR19-145","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9569
"LTAR19-145","Samp","Fe 238.204","",221.6,"ppm",221.6,"ppm",8150220
"LTAR19-145","Samp","K MultiCal","","-","ppm",9.89,"-","-"
"LTAR19-145","Samp","Mn 259.372","",5.30,"ppm",5.30,"ppm",572850
"LTAR19-145","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",113.9
"LTAR19-145","Samp","Na MultiCal","","-","ppm",0.78,"-","-"
"LTAR19-145","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1888
"LTAR19-145","Samp","P multical","","-","ppm",5.04,"-","-"
"LTAR19-145","Samp","S 181.972","",1.79,"ppm",1.79,"ppm",793.9
"LTAR19-145","Samp","Zn 206.200","",0.44,"ppm",0.44,"ppm",2145
"LTAR19-146","Samp","Mg Multical","","-","ppm",7.38,"-","-"
"LTAR19-146","Samp","Ca Multical","o","-","ppm",6.06,"-","-"
"LTAR19-146","Samp","Al 394.401","",127.4,"ppm",127.4,"ppm",2958030
"LTAR19-146","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8474
"LTAR19-146","Samp","Fe 238.204","",220.0,"ppm",220.0,"ppm",8108558
"LTAR19-146","Samp","K MultiCal","","-","ppm",8.31,"-","-"
"LTAR19-146","Samp","Mn 259.372","",4.61,"ppm",4.61,"ppm",499263
"LTAR19-146","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",121.2
"LTAR19-146","Samp","Na MultiCal","","-","ppm",0.70,"-","-"
"LTAR19-146","Samp","Ni 230.299","",0.13,"ppm",0.13,"ppm",1724
"LTAR19-146","Samp","P multical","","-","ppm",3.63,"-","-"
"LTAR19-146","Samp","S 181.972","",1.13,"ppm",1.13,"ppm",514.9
"LTAR19-146","Samp","Zn 206.200","",0.37,"ppm",0.37,"ppm",1779
"LTAR19-147","Samp","Mg Multical","","-","ppm",7.47,"-","-"
"LTAR19-147","Samp","Ca Multical","o","-","ppm",6.21,"-","-"
"LTAR19-147","Samp","Al 394.401","",108.9,"ppm",108.9,"ppm",2593734
"LTAR19-147","Samp","Cu 324.754","",0.17,"ppm",0.17,"ppm",11401
"LTAR19-147","Samp","Fe 238.204","",212.7,"ppm",212.7,"ppm",7927158
"LTAR19-147","Samp","K MultiCal","","-","ppm",10.95,"-","-"
"LTAR19-147","Samp","Mn 259.372","",2.31,"ppm",2.31,"ppm",251271
"LTAR19-147","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",124.2
"LTAR19-147","Samp","Na MultiCal","","-","ppm",0.85,"-","-"
"LTAR19-147","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1640
"LTAR19-147","Samp","P multical","","-","ppm",5.12,"-","-"
"LTAR19-147","Samp","S 181.972","",1.90,"ppm",1.90,"ppm",842.9
"LTAR19-147","Samp","Zn 206.200","",0.43,"ppm",0.43,"ppm",2055
"LTAR19-148","Samp","Mg Multical","","-","ppm",8.91,"-","-"
"LTAR19-148","Samp","Ca Multical","o","-","ppm",6.13,"-","-"
"LTAR19-148","Samp","Al 394.401","",139.2,"ppm",139.2,"ppm",3176817
"LTAR19-148","Samp","Cu 324.754","",0.17,"ppm",0.17,"ppm",11415
"LTAR19-148","Samp","Fe 238.204","x",263.7,"ppm",263.7,"ppm",9088266
"LTAR19-148","Samp","K MultiCal","","-","ppm",9.95,"-","-"
"LTAR19-148","Samp","Mn 259.372","",2.42,"ppm",2.42,"ppm",262727
"LTAR19-148","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",108.1
"LTAR19-148","Samp","Na MultiCal","","-","ppm",0.70,"-","-"
"LTAR19-148","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1845
"LTAR19-148","Samp","P multical","","-","ppm",3.85,"-","-"
"LTAR19-148","Samp","S 181.972","",1.23,"ppm",1.23,"ppm",556.5
"LTAR19-148","Samp","Zn 206.200","",0.43,"ppm",0.43,"ppm",2058
"blank","Samp","Al 394.401","",0.50,"ppm",0.50,"ppm",15857
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",515.8
"blank","Samp","Fe 238.204","",0.60,"ppm",0.60,"ppm",29490
"blank","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"blank","Samp","Mn 259.372","v",0.00,"ppm",0.00,"ppm",701.1
"blank","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",41.20
"blank","Samp","Na MultiCal","","-","ppm",0.55,"-","-"
"blank","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",54.90
"blank","Samp","P multical","","-","ppm",0.02,"-","-"
"blank","Samp","S 181.972","",0.05,"ppm",0.05,"ppm",55.59
"blank","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",46.17
"blank","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",6862
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",489.2
"blank","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",1266
"blank","Samp","K MultiCal","","-","ppm",0.11,"-","-"
"blank","Samp","Mn 259.372","uv",-0.00,"ppm",-0.00,"ppm",102.2
"blank","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",46.53
"blank","Samp","Na MultiCal","","-","ppm",0.55,"-","-"
"blank","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",75.09
"blank","Samp","P multical","","-","ppm",0.02,"-","-"
"blank","Samp","S 181.972","",0.05,"ppm",0.05,"ppm",54.42
"blank","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",34.52
"HAG","Samp","Mg Multical","","-","ppm",13.25,"-","-"
"HAG","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"HAG","Samp","Al 394.401","",154.3,"ppm",154.3,"ppm",3444756
"HAG","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",7211
"HAG","Samp","Fe 238.204","",256.6,"ppm",256.6,"ppm",8938206
"HAG","Samp","K MultiCal","","-","ppm",11.03,"-","-"
"HAG","Samp","Mn 259.372","",8.94,"ppm",8.94,"ppm",960722
"HAG","Samp","Mo 204.598","v",0.03,"ppm",0.03,"ppm",174.7
"HAG","Samp","Na MultiCal","","-","ppm",0.78,"-","-"
"HAG","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2087
"HAG","Samp","P multical","","-","ppm",4.74,"-","-"
"HAG","Samp","S 181.972","",1.89,"ppm",1.89,"ppm",836.0
"HAG","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1878
"HAG","Samp","Mg Multical","","-","ppm",12.16,"-","-"
"HAG","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"HAG","Samp","Al 394.401","",138.4,"ppm",138.4,"ppm",3161280
"HAG","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6811
"HAG","Samp","Fe 238.204","",232.5,"ppm",232.5,"ppm",8408530
"HAG","Samp","K MultiCal","","-","ppm",10.06,"-","-"
"HAG","Samp","Mn 259.372","",8.28,"ppm",8.28,"ppm",890833
"HAG","Samp","Mo 204.598","v",0.03,"ppm",0.03,"ppm",186.4
"HAG","Samp","Na MultiCal","","-","ppm",0.67,"-","-"
"HAG","Samp","Ni 230.299","",0.15,"ppm",0.15,"ppm",1949
"HAG","Samp","P multical","","-","ppm",4.41,"-","-"
"HAG","Samp","S 181.972","",1.76,"ppm",1.76,"ppm",783.1
"HAG","Samp","Zn 206.200","",0.36,"ppm",0.36,"ppm",1735
"LTAR19-149","Samp","Mg Multical","","-","ppm",4.68,"-","-"
"LTAR19-149","Samp","Ca Multical","o","-","ppm",6.33,"-","-"
"LTAR19-149","Samp","Al 394.401","",67.84,"ppm",67.84,"ppm",1707926
"LTAR19-149","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6867
"LTAR19-149","Samp","Fe 238.204","",111.9,"ppm",111.9,"ppm",4802564
"LTAR19-149","Samp","K MultiCal","","-","ppm",4.97,"-","-"
"LTAR19-149","Samp","Mn 259.372","",2.45,"ppm",2.45,"ppm",266897
"LTAR19-149","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",90.60
"LTAR19-149","Samp","Na MultiCal","","-","ppm",0.60,"-","-"
"LTAR19-149","Samp","Ni 230.299","",0.09,"ppm",0.09,"ppm",1240
"LTAR19-149","Samp","P multical","","-","ppm",3.75,"-","-"
"LTAR19-149","Samp","S 181.972","",1.69,"ppm",1.69,"ppm",750.0
"LTAR19-149","Samp","Zn 206.200","",0.28,"ppm",0.28,"ppm",1343
"LTAR19-150","Samp","Mg Multical","","-","ppm",4.12,"-","-"
"LTAR19-150","Samp","Ca Multical","o","-","ppm",5.88,"-","-"
"LTAR19-150","Samp","Al 394.401","",66.82,"ppm",66.82,"ppm",1684427
"LTAR19-150","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",6608
"LTAR19-150","Samp","Fe 238.204","",208.5,"ppm",208.5,"ppm",7819848
"LTAR19-150","Samp","K MultiCal","","-","ppm",4.98,"-","-"
"LTAR19-150","Samp","Mn 259.372","",3.32,"ppm",3.32,"ppm",360081
"LTAR19-150","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",89.20
"LTAR19-150","Samp","Na MultiCal","","-","ppm",0.54,"-","-"
"LTAR19-150","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1563
"LTAR19-150","Samp","P multical","","-","ppm",3.46,"-","-"
"LTAR19-150","Samp","S 181.972","",1.29,"ppm",1.29,"ppm",580.6
"LTAR19-150","Samp","Zn 206.200","",0.29,"ppm",0.29,"ppm",1393
"LTAR19-151","Samp","Mg Multical","","-","ppm",6.48,"-","-"
"LTAR19-151","Samp","Ca Multical","o","-","ppm",6.63,"-","-"
"LTAR19-151","Samp","Al 394.401","",95.41,"ppm",95.41,"ppm",2314831
"LTAR19-151","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8501
"LTAR19-151","Samp","Fe 238.204","",153.4,"ppm",153.4,"ppm",6222746
"LTAR19-151","Samp","K MultiCal","","-","ppm",7.73,"-","-"
"LTAR19-151","Samp","Mn 259.372","",2.52,"ppm",2.52,"ppm",274513
"LTAR19-151","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",79.93
"LTAR19-151","Samp","Na MultiCal","","-","ppm",0.64,"-","-"
"LTAR19-151","Samp","Ni 230.299","",0.11,"ppm",0.11,"ppm",1496
"LTAR19-151","Samp","P multical","","-","ppm",4.60,"-","-"
"LTAR19-151","Samp","S 181.972","",2.39,"ppm",2.39,"ppm",1047
"LTAR19-151","Samp","Zn 206.200","",0.37,"ppm",0.37,"ppm",1783
"LTAR19-152","Samp","Mg Multical","","-","ppm",5.97,"-","-"
"LTAR19-152","Samp","Ca Multical","o","-","ppm",6.21,"-","-"
"LTAR19-152","Samp","Al 394.401","",99.57,"ppm",99.57,"ppm",2401956
"LTAR19-152","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7530
"LTAR19-152","Samp","Fe 238.204","",225.0,"ppm",225.0,"ppm",8230220
"LTAR19-152","Samp","K MultiCal","","-","ppm",4.83,"-","-"
"LTAR19-152","Samp","Mn 259.372","",3.12,"ppm",3.12,"ppm",339189
"LTAR19-152","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",93.59
"LTAR19-152","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-152","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2036
"LTAR19-152","Samp","P multical","","-","ppm",4.08,"-","-"
"LTAR19-152","Samp","S 181.972","",1.26,"ppm",1.26,"ppm",568.6
"LTAR19-152","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1692
"LTAR19-153","Samp","Mg Multical","","-","ppm",5.57,"-","-"
"LTAR19-153","Samp","Ca Multical","o","-","ppm",6.65,"-","-"
"LTAR19-153","Samp","Al 394.401","",96.41,"ppm",96.41,"ppm",2335909
"LTAR19-153","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9679
"LTAR19-153","Samp","Fe 238.204","",214.1,"ppm",214.1,"ppm",7964683
"LTAR19-153","Samp","K MultiCal","","-","ppm",8.39,"-","-"
"LTAR19-153","Samp","Mn 259.372","",3.94,"ppm",3.94,"ppm",427152
"LTAR19-153","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",113.8
"LTAR19-153","Samp","Na MultiCal","","-","ppm",0.69,"-","-"
"LTAR19-153","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1869
"LTAR19-153","Samp","P multical","","-","ppm",5.00,"-","-"
"LTAR19-153","Samp","S 181.972","",2.31,"ppm",2.31,"ppm",1017
"LTAR19-153","Samp","Zn 206.200","",0.44,"ppm",0.44,"ppm",2108
"LTAR19-154","Samp","Mg Multical","","-","ppm",4.87,"-","-"
"LTAR19-154","Samp","Ca Multical","o","-","ppm",6.34,"-","-"
"LTAR19-154","Samp","Al 394.401","",99.81,"ppm",99.81,"ppm",2407296
"LTAR19-154","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9026
"LTAR19-154","Samp","Fe 238.204","x",360.7,"ppm",360.7,"ppm",11144378
"LTAR19-154","Samp","K MultiCal","","-","ppm",6.19,"-","-"
"LTAR19-154","Samp","Mn 259.372","",4.49,"ppm",4.49,"ppm",486505
"LTAR19-154","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",115.3
"LTAR19-154","Samp","Na MultiCal","","-","ppm",0.68,"-","-"
"LTAR19-154","Samp","Ni 230.299","",0.17,"ppm",0.17,"ppm",2282
"LTAR19-154","Samp","P multical","","-","ppm",4.31,"-","-"
"LTAR19-154","Samp","S 181.972","",1.31,"ppm",1.31,"ppm",590.7
"LTAR19-154","Samp","Zn 206.200","",0.40,"ppm",0.40,"ppm",1937
"LTAR19-155","Samp","Mg Multical","","-","ppm",4.29,"-","-"
"LTAR19-155","Samp","Ca Multical","o","-","ppm",6.56,"-","-"
"LTAR19-155","Samp","Al 394.401","",74.28,"ppm",74.28,"ppm",1854219
"LTAR19-155","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9002
"LTAR19-155","Samp","Fe 238.204","",215.3,"ppm",215.3,"ppm",7990828
"LTAR19-155","Samp","K MultiCal","","-","ppm",5.78,"-","-"
"LTAR19-155","Samp","Mn 259.372","",5.85,"ppm",5.85,"ppm",632449
"LTAR19-155","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",96.07
"LTAR19-155","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-155","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1593
"LTAR19-155","Samp","P multical","","-","ppm",6.08,"-","-"
"LTAR19-155","Samp","S 181.972","",2.00,"ppm",2.00,"ppm",885.4
"LTAR19-155","Samp","Zn 206.200","",0.41,"ppm",0.41,"ppm",1968
"LTAR19-156","Samp","Mg Multical","","-","ppm",4.00,"-","-"
"LTAR19-156","Samp","Ca Multical","o","-","ppm",6.08,"-","-"
"LTAR19-156","Samp","Al 394.401","",76.81,"ppm",76.81,"ppm",1910938
"LTAR19-156","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6770
"LTAR19-156","Samp","Fe 238.204","",169.4,"ppm",169.4,"ppm",6726296
"LTAR19-156","Samp","K MultiCal","","-","ppm",4.64,"-","-"
"LTAR19-156","Samp","Mn 259.372","",5.94,"ppm",5.94,"ppm",641855
"LTAR19-156","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",99.32
"LTAR19-156","Samp","Na MultiCal","","-","ppm",0.55,"-","-"
"LTAR19-156","Samp","Ni 230.299","",0.13,"ppm",0.13,"ppm",1771
"LTAR19-156","Samp","P multical","","-","ppm",5.08,"-","-"
"LTAR19-156","Samp","S 181.972","",1.18,"ppm",1.18,"ppm",534.8
"LTAR19-156","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1700
"LTAR19-157","Samp","Mg Multical","","-","ppm",5.92,"-","-"
"LTAR19-157","Samp","Ca Multical","o","-","ppm",6.39,"-","-"
"LTAR19-157","Samp","Al 394.401","",92.60,"ppm",92.60,"ppm",2255411
"LTAR19-157","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6873
"LTAR19-157","Samp","Fe 238.204","",148.4,"ppm",148.4,"ppm",6065114
"LTAR19-157","Samp","K MultiCal","","-","ppm",7.27,"-","-"
"LTAR19-157","Samp","Mn 259.372","",7.51,"ppm",7.51,"ppm",809549
"LTAR19-157","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",97.60
"LTAR19-157","Samp","Na MultiCal","","-","ppm",0.64,"-","-"
"LTAR19-157","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1624
"LTAR19-157","Samp","P multical","","-","ppm",5.22,"-","-"
"LTAR19-157","Samp","S 181.972","",2.00,"ppm",2.00,"ppm",885.0
"LTAR19-157","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1708
"LTAR19-158","Samp","Mg Multical","","-","ppm",5.43,"-","-"
"LTAR19-158","Samp","Ca Multical","o","-","ppm",6.13,"-","-"
"LTAR19-158","Samp","Al 394.401","",94.83,"ppm",94.83,"ppm",2302777
"LTAR19-158","Samp","Cu 324.754","",0.08,"ppm",0.08,"ppm",6040
"LTAR19-158","Samp","Fe 238.204","",150.4,"ppm",150.4,"ppm",6129887
"LTAR19-158","Samp","K MultiCal","","-","ppm",8.76,"-","-"
"LTAR19-158","Samp","Mn 259.372","",8.04,"ppm",8.04,"ppm",865851
"LTAR19-158","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",96.23
"LTAR19-158","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-158","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2038
"LTAR19-158","Samp","P multical","","-","ppm",4.05,"-","-"
"LTAR19-158","Samp","S 181.972","",1.40,"ppm",1.40,"ppm",628.4
"LTAR19-158","Samp","Zn 206.200","",0.32,"ppm",0.32,"ppm",1552
"LTAR19-159","Samp","Mg Multical","","-","ppm",5.00,"-","-"
"LTAR19-159","Samp","Ca Multical","o","-","ppm",6.72,"-","-"
"LTAR19-159","Samp","Al 394.401","",86.00,"ppm",86.00,"ppm",2113258
"LTAR19-159","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7660
"LTAR19-159","Samp","Fe 238.204","",129.8,"ppm",129.8,"ppm",5438894
"LTAR19-159","Samp","K MultiCal","","-","ppm",6.07,"-","-"
"LTAR19-159","Samp","Mn 259.372","",4.74,"ppm",4.74,"ppm",513471
"LTAR19-159","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",81.83
"LTAR19-159","Samp","Na MultiCal","","-","ppm",0.68,"-","-"
"LTAR19-159","Samp","Ni 230.299","",0.10,"ppm",0.10,"ppm",1317
"LTAR19-159","Samp","P multical","","-","ppm",6.79,"-","-"
"LTAR19-159","Samp","S 181.972","",2.97,"ppm",2.97,"ppm",1295
"LTAR19-159","Samp","Zn 206.200","",0.38,"ppm",0.38,"ppm",1865
"LTAR19-160","Samp","Mg Multical","","-","ppm",4.48,"-","-"
"LTAR19-160","Samp","Ca Multical","o","-","ppm",6.45,"-","-"
"LTAR19-160","Samp","Al 394.401","",89.68,"ppm",89.68,"ppm",2192785
"LTAR19-160","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",6464
"LTAR19-160","Samp","Fe 238.204","",195.9,"ppm",195.9,"ppm",7479529
"LTAR19-160","Samp","K MultiCal","","-","ppm",4.23,"-","-"
"LTAR19-160","Samp","Mn 259.372","",5.01,"ppm",5.01,"ppm",542140
"LTAR19-160","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",97.27
"LTAR19-160","Samp","Na MultiCal","","-","ppm",0.62,"-","-"
"LTAR19-160","Samp","Ni 230.299","",0.13,"ppm",0.13,"ppm",1664
"LTAR19-160","Samp","P multical","","-","ppm",5.85,"-","-"
"LTAR19-160","Samp","S 181.972","",1.58,"ppm",1.58,"ppm",703.6
"LTAR19-160","Samp","Zn 206.200","",0.37,"ppm",0.37,"ppm",1778
"LTAR19-161","Samp","Mg Multical","","-","ppm",6.85,"-","-"
"LTAR19-161","Samp","Ca Multical","o","-","ppm",6.64,"-","-"
"LTAR19-161","Samp","Al 394.401","",126.1,"ppm",126.1,"ppm",2932104
"LTAR19-161","Samp","Cu 324.754","",0.26,"ppm",0.26,"ppm",17246
"LTAR19-161","Samp","Fe 238.204","x",568.0,"ppm",568.0,"ppm",15540757
"LTAR19-161","Samp","K MultiCal","","-","ppm",11.99,"-","-"
"LTAR19-161","Samp","Mn 259.372","",8.73,"ppm",8.73,"ppm",939074
"LTAR19-161","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",153.2
"LTAR19-161","Samp","Na MultiCal","","-","ppm",0.57,"-","-"
"LTAR19-161","Samp","Ni 230.299","",0.36,"ppm",0.36,"ppm",4590
"LTAR19-161","Samp","P multical","","-","ppm",9.28,"-","-"
"LTAR19-161","Samp","S 181.972","",2.83,"ppm",2.83,"ppm",1234
"LTAR19-161","Samp","Zn 206.200","",1.00,"ppm",1.00,"ppm",4767
"LTAR19-162","Samp","Mg Multical","","-","ppm",6.24,"-","-"
"LTAR19-162","Samp","Ca Multical","o","-","ppm",6.14,"-","-"
"LTAR19-162","Samp","Al 394.401","",155.4,"ppm",155.4,"ppm",3463051
"LTAR19-162","Samp","Cu 324.754","",0.23,"ppm",0.23,"ppm",15432
"LTAR19-162","Samp","Fe 238.204","x",617.2,"ppm",617.2,"ppm",16582484
"LTAR19-162","Samp","K MultiCal","","-","ppm",11.61,"-","-"
"LTAR19-162","Samp","Mn 259.372","",9.05,"ppm",9.05,"ppm",973195
"LTAR19-162","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",163.1
"LTAR19-162","Samp","Na MultiCal","","-","ppm",0.67,"-","-"
"LTAR19-162","Samp","Ni 230.299","",0.39,"ppm",0.39,"ppm",5051
"LTAR19-162","Samp","P multical","","-","ppm",7.82,"-","-"
"LTAR19-162","Samp","S 181.972","",1.66,"ppm",1.66,"ppm",738.6
"LTAR19-162","Samp","Zn 206.200","",0.99,"ppm",0.99,"ppm",4732
