"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"LTAR19-060","Samp","Mg Multical","","-","ppm",7.29,"-","-"
"LTAR19-060","Samp","Ca Multical","o","-","ppm",6.35,"-","-"
"LTAR19-060","Samp","Al 394.401","",124.4,"ppm",124.4,"ppm",2899087
"LTAR19-060","Samp","Cu 324.754","",0.26,"ppm",0.26,"ppm",16815
"LTAR19-060","Samp","Fe 238.204","x",531.6,"ppm",531.6,"ppm",14768436
"LTAR19-060","Samp","K MultiCal","","-","ppm",9.22,"-","-"
"LTAR19-060","Samp","Mn 259.372","",36.06,"ppm",36.06,"ppm",3713478
"LTAR19-060","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",114.8
"LTAR19-060","Samp","Na MultiCal","","-","ppm",0.77,"-","-"
"LTAR19-060","Samp","Ni 230.299","",0.91,"ppm",0.91,"ppm",11514
"LTAR19-060","Samp","P multical","","-","ppm",5.62,"-","-"
"LTAR19-060","Samp","S 181.972","",1.63,"ppm",1.63,"ppm",725.6
"LTAR19-060","Samp","Zn 206.200","",1.02,"ppm",1.02,"ppm",4886
"LTAR19-061","Samp","Mg Multical","","-","ppm",5.27,"-","-"
"LTAR19-061","Samp","Ca Multical","o","-","ppm",6.75,"-","-"
"LTAR19-061","Samp","Al 394.401","",70.31,"ppm",70.31,"ppm",1764244
"LTAR19-061","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8236
"LTAR19-061","Samp","Fe 238.204","",208.3,"ppm",208.3,"ppm",7814842
"LTAR19-061","Samp","K MultiCal","","-","ppm",5.86,"-","-"
"LTAR19-061","Samp","Mn 259.372","",3.41,"ppm",3.41,"ppm",369731
"LTAR19-061","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",101.2
"LTAR19-061","Samp","Na MultiCal","","-","ppm",0.72,"-","-"
"LTAR19-061","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1859
"LTAR19-061","Samp","P multical","","-","ppm",5.18,"-","-"
"LTAR19-061","Samp","S 181.972","",2.47,"ppm",2.47,"ppm",1085
"LTAR19-061","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2020
"LTAR19-062","Samp","Mg Multical","","-","ppm",4.62,"-","-"
"LTAR19-062","Samp","Ca Multical","o","-","ppm",6.73,"-","-"
"LTAR19-062","Samp","Al 394.401","",64.64,"ppm",64.64,"ppm",1634209
"LTAR19-062","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",6561
"LTAR19-062","Samp","Fe 238.204","",201.4,"ppm",201.4,"ppm",7633501
"LTAR19-062","Samp","K MultiCal","","-","ppm",4.54,"-","-"
"LTAR19-062","Samp","Mn 259.372","",3.20,"ppm",3.20,"ppm",347658
"LTAR19-062","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",104.1
"LTAR19-062","Samp","Na MultiCal","","-","ppm",0.68,"-","-"
"LTAR19-062","Samp","Ni 230.299","",0.15,"ppm",0.15,"ppm",1999
"LTAR19-062","Samp","P multical","","-","ppm",3.82,"-","-"
"LTAR19-062","Samp","S 181.972","",1.58,"ppm",1.58,"ppm",705.5
"LTAR19-062","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1688
"LTAR19-063","Samp","Mg Multical","","-","ppm",5.08,"-","-"
"LTAR19-063","Samp","Ca Multical","o","-","ppm",6.75,"-","-"
"LTAR19-063","Samp","Al 394.401","",67.64,"ppm",67.64,"ppm",1703264
"LTAR19-063","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9635
"LTAR19-063","Samp","Fe 238.204","",173.9,"ppm",173.9,"ppm",6858324
"LTAR19-063","Samp","K MultiCal","","-","ppm",6.13,"-","-"
"LTAR19-063","Samp","Mn 259.372","",6.77,"ppm",6.77,"ppm",730106
"LTAR19-063","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",115.0
"LTAR19-063","Samp","Na MultiCal","","-","ppm",0.89,"-","-"
"LTAR19-063","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2425
"LTAR19-063","Samp","P multical","","-","ppm",5.24,"-","-"
"LTAR19-063","Samp","S 181.972","",2.20,"ppm",2.20,"ppm",968.6
"LTAR19-063","Samp","Zn 206.200","",0.47,"ppm",0.47,"ppm",2251
"LTAR19-064","Samp","Mg Multical","","-","ppm",5.04,"-","-"
"LTAR19-064","Samp","Ca Multical","o","-","ppm",6.37,"-","-"
"LTAR19-064","Samp","Al 394.401","",76.21,"ppm",76.21,"ppm",1897415
"LTAR19-064","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8460
"LTAR19-064","Samp","Fe 238.204","",206.1,"ppm",206.1,"ppm",7756777
"LTAR19-064","Samp","K MultiCal","","-","ppm",5.62,"-","-"
"LTAR19-064","Samp","Mn 259.372","",8.99,"ppm",8.99,"ppm",966054
"LTAR19-064","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",124.8
"LTAR19-064","Samp","Na MultiCal","","-","ppm",0.74,"-","-"
"LTAR19-064","Samp","Ni 230.299","",0.24,"ppm",0.24,"ppm",3108
"LTAR19-064","Samp","P multical","","-","ppm",4.04,"-","-"
"LTAR19-064","Samp","S 181.972","",1.30,"ppm",1.30,"ppm",586.7
"LTAR19-064","Samp","Zn 206.200","",0.44,"ppm",0.44,"ppm",2150
"LTAR19-065","Samp","Mg Multical","","-","ppm",6.28,"-","-"
"LTAR19-065","Samp","Ca Multical","o","-","ppm",6.53,"-","-"
"LTAR19-065","Samp","Al 394.401","",77.39,"ppm",77.39,"ppm",1923789
"LTAR19-065","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7442
"LTAR19-065","Samp","Fe 238.204","",139.0,"ppm",139.0,"ppm",5754936
"LTAR19-065","Samp","K MultiCal","","-","ppm",9.29,"-","-"
"LTAR19-065","Samp","Mn 259.372","",3.61,"ppm",3.61,"ppm",391259
"LTAR19-065","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",101.8
"LTAR19-065","Samp","Na MultiCal","","-","ppm",0.76,"-","-"
"LTAR19-065","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1538
"LTAR19-065","Samp","P multical","","-","ppm",3.59,"-","-"
"LTAR19-065","Samp","S 181.972","",1.82,"ppm",1.82,"ppm",807.4
"LTAR19-065","Samp","Zn 206.200","",0.33,"ppm",0.33,"ppm",1608
"LTAR19-066","Samp","Mg Multical","","-","ppm",6.61,"-","-"
"LTAR19-066","Samp","Ca Multical","o","-","ppm",6.39,"-","-"
"LTAR19-066","Samp","Al 394.401","",86.16,"ppm",86.16,"ppm",2116741
"LTAR19-066","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6907
"LTAR19-066","Samp","Fe 238.204","",164.4,"ppm",164.4,"ppm",6572159
"LTAR19-066","Samp","K MultiCal","","-","ppm",5.46,"-","-"
"LTAR19-066","Samp","Mn 259.372","",5.01,"ppm",5.01,"ppm",542067
"LTAR19-066","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",94.73
"LTAR19-066","Samp","Na MultiCal","C","-","ppm",89.06,"-","-"
"LTAR19-066","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2084
"LTAR19-066","Samp","P multical","","-","ppm",2.99,"-","-"
"LTAR19-066","Samp","S 181.972","",1.25,"ppm",1.25,"ppm",565.2
"LTAR19-066","Samp","Zn 206.200","",0.32,"ppm",0.32,"ppm",1568
"LTAR19-067","Samp","Mg Multical","","-","ppm",8.72,"-","-"
"LTAR19-067","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"LTAR19-067","Samp","Al 394.401","",97.45,"ppm",97.45,"ppm",2358039
"LTAR19-067","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9137
"LTAR19-067","Samp","Fe 238.204","",156.7,"ppm",156.7,"ppm",6331668
"LTAR19-067","Samp","K MultiCal","","-","ppm",7.81,"-","-"
"LTAR19-067","Samp","Mn 259.372","",5.01,"ppm",5.01,"ppm",541676
"LTAR19-067","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",103.5
"LTAR19-067","Samp","Na MultiCal","","-","ppm",0.77,"-","-"
"LTAR19-067","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1531
"LTAR19-067","Samp","P multical","","-","ppm",5.25,"-","-"
"LTAR19-067","Samp","S 181.972","",2.62,"ppm",2.62,"ppm",1148
"LTAR19-067","Samp","Zn 206.200","",0.41,"ppm",0.41,"ppm",2005
"LTAR19-068","Samp","Mg Multical","","-","ppm",7.94,"-","-"
"LTAR19-068","Samp","Ca Multical","o","-","ppm",6.61,"-","-"
"LTAR19-068","Samp","Al 394.401","",92.66,"ppm",92.66,"ppm",2256786
"LTAR19-068","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",7296
"LTAR19-068","Samp","Fe 238.204","",162.4,"ppm",162.4,"ppm",6509876
"LTAR19-068","Samp","K MultiCal","","-","ppm",7.12,"-","-"
"LTAR19-068","Samp","Mn 259.372","",5.27,"ppm",5.27,"ppm",569774
"LTAR19-068","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",108.0
"LTAR19-068","Samp","Na MultiCal","","-","ppm",0.75,"-","-"
"LTAR19-068","Samp","Ni 230.299","",0.11,"ppm",0.11,"ppm",1510
"LTAR19-068","Samp","P multical","","-","ppm",3.75,"-","-"
"LTAR19-068","Samp","S 181.972","",1.57,"ppm",1.57,"ppm",701.2
"LTAR19-068","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1682
"LTAR19-069","Samp","Mg Multical","","-","ppm",4.57,"-","-"
"LTAR19-069","Samp","Ca Multical","o","-","ppm",6.75,"-","-"
"LTAR19-069","Samp","Al 394.401","",70.08,"ppm",70.08,"ppm",1758907
"LTAR19-069","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6743
"LTAR19-069","Samp","Fe 238.204","",113.6,"ppm",113.6,"ppm",4862924
"LTAR19-069","Samp","K MultiCal","","-","ppm",4.87,"-","-"
"LTAR19-069","Samp","Mn 259.372","",4.99,"ppm",4.99,"ppm",539838
"LTAR19-069","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",82.72
"LTAR19-069","Samp","Na MultiCal","","-","ppm",0.71,"-","-"
"LTAR19-069","Samp","Ni 230.299","",0.09,"ppm",0.09,"ppm",1277
"LTAR19-069","Samp","P multical","","-","ppm",4.97,"-","-"
"LTAR19-069","Samp","S 181.972","",2.16,"ppm",2.16,"ppm",950.3
"LTAR19-069","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1717
"LTAR19-070","Samp","Mg Multical","","-","ppm",4.38,"-","-"
"LTAR19-070","Samp","Ca Multical","o","-","ppm",6.40,"-","-"
"LTAR19-070","Samp","Al 394.401","",72.32,"ppm",72.32,"ppm",1810081
"LTAR19-070","Samp","Cu 324.754","",0.08,"ppm",0.08,"ppm",5789
"LTAR19-070","Samp","Fe 238.204","",121.8,"ppm",121.8,"ppm",5158412
"LTAR19-070","Samp","K MultiCal","","-","ppm",3.29,"-","-"
"LTAR19-070","Samp","Mn 259.372","",5.97,"ppm",5.97,"ppm",645179
"LTAR19-070","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",91.80
"LTAR19-070","Samp","Na MultiCal","","-","ppm",0.60,"-","-"
"LTAR19-070","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1606
"LTAR19-070","Samp","P multical","","-","ppm",4.01,"-","-"
"LTAR19-070","Samp","S 181.972","",1.40,"ppm",1.40,"ppm",630.0
"LTAR19-070","Samp","Zn 206.200","",0.31,"ppm",0.31,"ppm",1526
"LTAR19-071","Samp","Mg Multical","","-","ppm",6.85,"-","-"
"LTAR19-071","Samp","Ca Multical","o","-","ppm",6.33,"-","-"
"LTAR19-071","Samp","Al 394.401","",85.04,"ppm",85.04,"ppm",2092480
"LTAR19-071","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6980
"LTAR19-071","Samp","Fe 238.204","",130.4,"ppm",130.4,"ppm",5460157
"LTAR19-071","Samp","K MultiCal","","-","ppm",6.53,"-","-"
"LTAR19-071","Samp","Mn 259.372","",2.46,"ppm",2.46,"ppm",267775
"LTAR19-071","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",103.5
"LTAR19-071","Samp","Na MultiCal","","-","ppm",0.75,"-","-"
"LTAR19-071","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1836
"LTAR19-071","Samp","P multical","","-","ppm",4.13,"-","-"
"LTAR19-071","Samp","S 181.972","",1.77,"ppm",1.77,"ppm",786.4
"LTAR19-071","Samp","Zn 206.200","",0.35,"ppm",0.35,"ppm",1712
"LTAR19-072","Samp","Mg Multical","","-","ppm",7.33,"-","-"
"LTAR19-072","Samp","Ca Multical","o","-","ppm",5.64,"-","-"
"LTAR19-072","Samp","Al 394.401","",96.83,"ppm",96.83,"ppm",2344953
"LTAR19-072","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",6467
"LTAR19-072","Samp","Fe 238.204","",145.3,"ppm",145.3,"ppm",5963740
"LTAR19-072","Samp","K MultiCal","","-","ppm",6.43,"-","-"
"LTAR19-072","Samp","Mn 259.372","",2.81,"ppm",2.81,"ppm",304895
"LTAR19-072","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",105.0
"LTAR19-072","Samp","Na MultiCal","","-","ppm",0.62,"-","-"
"LTAR19-072","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1845
"LTAR19-072","Samp","P multical","","-","ppm",3.36,"-","-"
"LTAR19-072","Samp","S 181.972","",1.10,"ppm",1.10,"ppm",502.8
"LTAR19-072","Samp","Zn 206.200","",0.32,"ppm",0.32,"ppm",1569
"LTAR19-073","Samp","Mg Multical","","-","ppm",4.17,"-","-"
"LTAR19-073","Samp","Ca Multical","o","-","ppm",6.37,"-","-"
"LTAR19-073","Samp","Al 394.401","",82.25,"ppm",82.25,"ppm",2031357
"LTAR19-073","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7925
"LTAR19-073","Samp","Fe 238.204","",142.2,"ppm",142.2,"ppm",5861720
"LTAR19-073","Samp","K MultiCal","","-","ppm",5.84,"-","-"
"LTAR19-073","Samp","Mn 259.372","",4.24,"ppm",4.24,"ppm",459314
"LTAR19-073","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",96.19
"LTAR19-073","Samp","Na MultiCal","","-","ppm",0.57,"-","-"
"LTAR19-073","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1546
"LTAR19-073","Samp","P multical","","-","ppm",5.12,"-","-"
"LTAR19-073","Samp","S 181.972","",1.80,"ppm",1.80,"ppm",797.3
"LTAR19-073","Samp","Zn 206.200","",0.32,"ppm",0.32,"ppm",1559
"LTAR19-074","Samp","Mg Multical","","-","ppm",3.90,"-","-"
"LTAR19-074","Samp","Ca Multical","o","-","ppm",5.54,"-","-"
"LTAR19-074","Samp","Al 394.401","",82.81,"ppm",82.81,"ppm",2043716
"LTAR19-074","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6728
"LTAR19-074","Samp","Fe 238.204","",153.2,"ppm",153.2,"ppm",6222128
"LTAR19-074","Samp","K MultiCal","","-","ppm",6.09,"-","-"
"LTAR19-074","Samp","Mn 259.372","",4.47,"ppm",4.47,"ppm",484609
"LTAR19-074","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",101.9
"LTAR19-074","Samp","Na MultiCal","","-","ppm",0.59,"-","-"
"LTAR19-074","Samp","Ni 230.299","",0.12,"ppm",0.12,"ppm",1543
"LTAR19-074","Samp","P multical","","-","ppm",4.64,"-","-"
"LTAR19-074","Samp","S 181.972","",1.17,"ppm",1.17,"ppm",531.0
"LTAR19-074","Samp","Zn 206.200","",0.27,"ppm",0.27,"ppm",1329
"LTAR19-075","Samp","Mg Multical","","-","ppm",4.58,"-","-"
"LTAR19-075","Samp","Ca Multical","o","-","ppm",6.32,"-","-"
"LTAR19-075","Samp","Al 394.401","",91.91,"ppm",91.91,"ppm",2240678
"LTAR19-075","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9198
"LTAR19-075","Samp","Fe 238.204","",219.0,"ppm",219.0,"ppm",8084061
"LTAR19-075","Samp","K MultiCal","","-","ppm",6.47,"-","-"
"LTAR19-075","Samp","Mn 259.372","",4.46,"ppm",4.46,"ppm",483176
"LTAR19-075","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",116.1
"LTAR19-075","Samp","Na MultiCal","","-","ppm",0.60,"-","-"
"LTAR19-075","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2308
"LTAR19-075","Samp","P multical","","-","ppm",5.21,"-","-"
"LTAR19-075","Samp","S 181.972","",1.86,"ppm",1.86,"ppm",825.1
"LTAR19-075","Samp","Zn 206.200","",0.45,"ppm",0.45,"ppm",2170
"LTAR19-076","Samp","Mg Multical","","-","ppm",4.67,"-","-"
"LTAR19-076","Samp","Ca Multical","o","-","ppm",5.66,"-","-"
"LTAR19-076","Samp","Al 394.401","",102.5,"ppm",102.5,"ppm",2462345
"LTAR19-076","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8826
"LTAR19-076","Samp","Fe 238.204","x",269.2,"ppm",269.2,"ppm",9205067
"LTAR19-076","Samp","K MultiCal","","-","ppm",6.22,"-","-"
"LTAR19-076","Samp","Mn 259.372","",4.68,"ppm",4.68,"ppm",507081
"LTAR19-076","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",134.3
"LTAR19-076","Samp","Na MultiCal","","-","ppm",0.66,"-","-"
"LTAR19-076","Samp","Ni 230.299","",0.21,"ppm",0.21,"ppm",2773
"LTAR19-076","Samp","P multical","","-","ppm",4.31,"-","-"
"LTAR19-076","Samp","S 181.972","",1.20,"ppm",1.20,"ppm",543.2
"LTAR19-076","Samp","Zn 206.200","",0.46,"ppm",0.46,"ppm",2238
"LTAR19-077","Samp","Mg Multical","","-","ppm",4.55,"-","-"
"LTAR19-077","Samp","Ca Multical","o","-","ppm",6.29,"-","-"
"LTAR19-077","Samp","Al 394.401","",68.70,"ppm",68.70,"ppm",1727494
"LTAR19-077","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7825
"LTAR19-077","Samp","Fe 238.204","",161.0,"ppm",161.0,"ppm",6466973
"LTAR19-077","Samp","K MultiCal","","-","ppm",5.81,"-","-"
"LTAR19-077","Samp","Mn 259.372","",2.23,"ppm",2.23,"ppm",242411
"LTAR19-077","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",99.48
"LTAR19-077","Samp","Na MultiCal","","-","ppm",0.60,"-","-"
"LTAR19-077","Samp","Ni 230.299","",0.13,"ppm",0.13,"ppm",1761
"LTAR19-077","Samp","P multical","","-","ppm",3.97,"-","-"
"LTAR19-077","Samp","S 181.972","",1.77,"ppm",1.77,"ppm",787.0
"LTAR19-077","Samp","Zn 206.200","",0.34,"ppm",0.34,"ppm",1650
"LTAR19-078","Samp","Mg Multical","","-","ppm",4.07,"-","-"
"LTAR19-078","Samp","Ca Multical","","-","ppm",3.18,"-","-"
"LTAR19-078","Samp","Al 394.401","",74.40,"ppm",74.40,"ppm",1856866
"LTAR19-078","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6819
"LTAR19-078","Samp","Fe 238.204","",194.8,"ppm",194.8,"ppm",7457557
"LTAR19-078","Samp","K MultiCal","","-","ppm",4.58,"-","-"
"LTAR19-078","Samp","Mn 259.372","",2.55,"ppm",2.55,"ppm",277712
"LTAR19-078","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",83.53
"LTAR19-078","Samp","Na MultiCal","","-","ppm",0.57,"-","-"
"LTAR19-078","Samp","Ni 230.299","",0.14,"ppm",0.14,"ppm",1895
"LTAR19-078","Samp","P multical","","-","ppm",2.90,"-","-"
"LTAR19-078","Samp","S 181.972","",1.04,"ppm",1.04,"ppm",476.5
"LTAR19-078","Samp","Zn 206.200","",0.30,"ppm",0.30,"ppm",1455
"LTAR19-079","Samp","Mg Multical","","-","ppm",4.04,"-","-"
"LTAR19-079","Samp","Ca Multical","o","-","ppm",6.00,"-","-"
"LTAR19-079","Samp","Al 394.401","",83.86,"ppm",83.86,"ppm",2066735
"LTAR19-079","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8677
"LTAR19-079","Samp","Fe 238.204","",194.5,"ppm",194.5,"ppm",7445253
"LTAR19-079","Samp","K MultiCal","","-","ppm",6.65,"-","-"
"LTAR19-079","Samp","Mn 259.372","",5.71,"ppm",5.71,"ppm",616709
"LTAR19-079","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",104.1
"LTAR19-079","Samp","Na MultiCal","","-","ppm",0.57,"-","-"
"LTAR19-079","Samp","Ni 230.299","",0.15,"ppm",0.15,"ppm",2005
"LTAR19-079","Samp","P multical","","-","ppm",4.83,"-","-"
"LTAR19-079","Samp","S 181.972","",1.77,"ppm",1.77,"ppm",785.0
"LTAR19-079","Samp","Zn 206.200","",0.38,"ppm",0.38,"ppm",1852
"LTAR19-080","Samp","Mg Multical","","-","ppm",3.86,"-","-"
"LTAR19-080","Samp","Ca Multical","o","-","ppm",4.47,"-","-"
"LTAR19-080","Samp","Al 394.401","",91.33,"ppm",91.33,"ppm",2228353
"LTAR19-080","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8068
"LTAR19-080","Samp","Fe 238.204","",228.4,"ppm",228.4,"ppm",8310422
"LTAR19-080","Samp","K MultiCal","","-","ppm",5.28,"-","-"
"LTAR19-080","Samp","Mn 259.372","",5.46,"ppm",5.46,"ppm",590724
"LTAR19-080","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",96.65
"LTAR19-080","Samp","Na MultiCal","","-","ppm",0.61,"-","-"
"LTAR19-080","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2305
"LTAR19-080","Samp","P multical","","-","ppm",3.91,"-","-"
"LTAR19-080","Samp","S 181.972","",1.17,"ppm",1.17,"ppm",533.5
"LTAR19-080","Samp","Zn 206.200","",0.37,"ppm",0.37,"ppm",1787
"LTAR19-081","Samp","Mg Multical","","-","ppm",7.03,"-","-"
"LTAR19-081","Samp","Ca Multical","o","-","ppm",6.67,"-","-"
"LTAR19-081","Samp","Al 394.401","",128.5,"ppm",128.5,"ppm",2978156
"LTAR19-081","Samp","Cu 324.754","",0.20,"ppm",0.20,"ppm",13552
"LTAR19-081","Samp","Fe 238.204","x",537.5,"ppm",537.5,"ppm",14893168
"LTAR19-081","Samp","K MultiCal","","-","ppm",11.88,"-","-"
"LTAR19-081","Samp","Mn 259.372","",10.26,"ppm",10.26,"ppm",1101088
"LTAR19-081","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",145.8
"LTAR19-081","Samp","Na MultiCal","","-","ppm",0.59,"-","-"
"LTAR19-081","Samp","Ni 230.299","",0.28,"ppm",0.28,"ppm",3585
"LTAR19-081","Samp","P multical","","-","ppm",9.39,"-","-"
"LTAR19-081","Samp","S 181.972","",2.29,"ppm",2.29,"ppm",1007
"LTAR19-081","Samp","Zn 206.200","",0.79,"ppm",0.79,"ppm",3781
"LTAR19-082","Samp","Mg Multical","","-","ppm",6.61,"-","-"
"LTAR19-082","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"LTAR19-082","Samp","Al 394.401","",143.8,"ppm",143.8,"ppm",3259549
"LTAR19-082","Samp","Cu 324.754","",0.20,"ppm",0.20,"ppm",13365
"LTAR19-082","Samp","Fe 238.204","x",622.3,"ppm",622.3,"ppm",16690720
"LTAR19-082","Samp","K MultiCal","","-","ppm",10.57,"-","-"
"LTAR19-082","Samp","Mn 259.372","",15.92,"ppm",15.92,"ppm",1692687
"LTAR19-082","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",136.2
"LTAR19-082","Samp","Na MultiCal","","-","ppm",0.70,"-","-"
"LTAR19-082","Samp","Ni 230.299","",0.33,"ppm",0.33,"ppm",4257
"LTAR19-082","Samp","P multical","","-","ppm",11.87,"-","-"
"LTAR19-082","Samp","S 181.972","",1.70,"ppm",1.70,"ppm",757.4
"LTAR19-082","Samp","Zn 206.200","",0.85,"ppm",0.85,"ppm",4075
"LTAR19-083","Samp","Mg Multical","","-","ppm",9.29,"-","-"
"LTAR19-083","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"LTAR19-083","Samp","Al 394.401","",124.2,"ppm",124.2,"ppm",2895577
"LTAR19-083","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8934
"LTAR19-083","Samp","Fe 238.204","",181.6,"ppm",181.6,"ppm",7085331
"LTAR19-083","Samp","K MultiCal","","-","ppm",10.17,"-","-"
"LTAR19-083","Samp","Mn 259.372","",12.32,"ppm",12.32,"ppm",1317746
"LTAR19-083","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",107.3
"LTAR19-083","Samp","Na MultiCal","","-","ppm",0.67,"-","-"
"LTAR19-083","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2342
"LTAR19-083","Samp","P multical","","-","ppm",7.01,"-","-"
"LTAR19-083","Samp","S 181.972","",2.45,"ppm",2.45,"ppm",1077
"LTAR19-083","Samp","Zn 206.200","",0.51,"ppm",0.51,"ppm",2458
"LTAR19-084","Samp","Mg Multical","","-","ppm",9.73,"-","-"
"LTAR19-084","Samp","Ca Multical","o","-","ppm",6.75,"-","-"
"LTAR19-084","Samp","Al 394.401","",146.5,"ppm",146.5,"ppm",3308558
"LTAR19-084","Samp","Cu 324.754","",0.11,"ppm",0.11,"ppm",7773
"LTAR19-084","Samp","Fe 238.204","",213.4,"ppm",213.4,"ppm",7944358
"LTAR19-084","Samp","K MultiCal","","-","ppm",8.95,"-","-"
"LTAR19-084","Samp","Mn 259.372","",13.50,"ppm",13.50,"ppm",1440832
"LTAR19-084","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",123.9
"LTAR19-084","Samp","Na MultiCal","","-","ppm",0.71,"-","-"
"LTAR19-084","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2369
"LTAR19-084","Samp","P multical","","-","ppm",6.02,"-","-"
"LTAR19-084","Samp","S 181.972","",1.77,"ppm",1.77,"ppm",785.1
"LTAR19-084","Samp","Zn 206.200","",0.47,"ppm",0.47,"ppm",2277
"LTAR19-085","Samp","Mg Multical","","-","ppm",6.75,"-","-"
"LTAR19-085","Samp","Ca Multical","o","-","ppm",6.65,"-","-"
"LTAR19-085","Samp","Al 394.401","",113.2,"ppm",113.2,"ppm",2680037
"LTAR19-085","Samp","Cu 324.754","",0.15,"ppm",0.15,"ppm",10003
"LTAR19-085","Samp","Fe 238.204","x",260.9,"ppm",260.9,"ppm",9026763
"LTAR19-085","Samp","K MultiCal","","-","ppm",10.07,"-","-"
"LTAR19-085","Samp","Mn 259.372","",6.54,"ppm",6.54,"ppm",706178
"LTAR19-085","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",108.7
"LTAR19-085","Samp","Na MultiCal","","-","ppm",0.72,"-","-"
"LTAR19-085","Samp","Ni 230.299","",0.17,"ppm",0.17,"ppm",2207
"LTAR19-085","Samp","P multical","","-","ppm",7.21,"-","-"
"LTAR19-085","Samp","S 181.972","",2.16,"ppm",2.16,"ppm",952.5
"LTAR19-085","Samp","Zn 206.200","",0.50,"ppm",0.50,"ppm",2416
"LTAR19-086","Samp","Mg Multical","","-","ppm",6.46,"-","-"
"LTAR19-086","Samp","Ca Multical","o","-","ppm",6.33,"-","-"
"LTAR19-086","Samp","Al 394.401","",130.8,"ppm",130.8,"ppm",3021748
"LTAR19-086","Samp","Cu 324.754","",0.17,"ppm",0.17,"ppm",11283
